date,yield_3m,yield_6m,yield_1y,yield_3y,yield_5y,yield_7y,yield_10y
2011-01-04,2.9634,3.0288,3.2281,3.3801,3.5,3.6783,3.8606
2011-01-05,2.8693,2.925,3.0283,3.347,3.4304,3.6151,3.8132
2011-01-06,2.8426,2.8998,2.994,3.3275,3.4402,3.639,3.8339
2011-01-07,2.8012,2.8402,2.9524,3.2975,3.4105,3.6247,3.8237
2011-01-10,2.81,2.8655,2.9294,3.2899,3.4072,3.6385,3.8449
2011-01-11,2.8061,2.8522,2.9201,3.276,3.4269,3.66,3.8703
2011-01-12,2.7735,2.7818,2.8527,3.2791,3.4083,3.6532,3.855
2011-01-13,2.7251,2.7797,2.8506,3.2731,3.4419,3.6788,3.8831
2011-01-14,2.699,2.7893,2.85,3.288,3.4714,3.7119,3.9156
2011-01-17,2.753,2.8207,2.8857,3.3237,3.5334,3.7655,3.9651
2011-01-18,2.803,2.8544,2.9357,3.3559,3.5998,3.8177,3.9954
2011-01-19,2.9906,2.9125,3.0017,3.3599,3.623,3.8222,3.9752
2011-01-20,3.1306,3.0321,3.0457,3.3678,3.6283,3.8298,3.9749
2011-01-21,3.2926,3.0749,3.0866,3.384,3.6297,3.8198,3.9837
2011-01-24,3.21,3.1076,3.1336,3.3624,3.6216,3.8202,3.9918
2011-01-25,3.3369,3.1988,3.2104,3.3632,3.6133,3.8242,4.0152
2011-01-26,3.3465,3.2018,3.2154,3.367,3.6164,3.828,3.9991
2011-01-27,3.3169,3.2118,3.1854,3.38,3.6179,3.8269,4.0058
2011-01-28,3.2857,3.1854,3.1657,3.3731,3.6185,3.8271,4.0096
2011-01-30,3.2937,3.1899,3.1727,3.3646,3.6135,3.8189,4.01
2011-01-31,3.297,3.15,3.1527,3.3612,3.6087,3.831,4.0187
2011-02-01,3.2255,3.1293,3.1427,3.3571,3.616,3.8233,4.0186
2011-02-09,3.1715,3.1763,3.1996,3.43,3.7123,3.9023,4.1006
2011-02-10,3.0915,3.1676,3.2,3.4208,3.7173,3.8949,4.1158
2011-02-11,2.9915,3.0676,3.2,3.4235,3.7127,3.8834,4.1062
2011-02-12,2.9605,3.0476,3.2,3.4206,3.7195,3.884,4.1087
2011-02-14,2.8105,2.966,3.1664,3.3807,3.6771,3.8504,4.0552
2011-02-15,2.7477,2.9071,3.0664,3.3747,3.6639,3.855,4.0454
2011-02-16,2.7717,2.9159,3.065,3.3943,3.6329,3.8786,4.045
2011-02-17,2.8017,2.8966,3.065,3.3894,3.6252,3.867,4.0449
2011-02-18,2.7675,2.8841,3.0587,3.3905,3.6339,3.8698,4.045
2011-02-21,2.9239,2.9731,3.1532,3.4372,3.6955,3.9052,4.0702
2011-02-22,2.9244,2.9762,3.12,3.4372,3.6753,3.8702,4.04
2011-02-23,2.7444,2.9477,3.1007,3.4325,3.6381,3.8299,3.9946
2011-02-24,2.6753,2.8477,3.0177,3.3726,3.6081,3.7865,3.9132
2011-02-25,2.6268,2.8321,3.0257,3.3526,3.6336,3.8313,3.9566
2011-02-28,2.6208,2.7864,3.0,3.3574,3.5849,3.8212,3.9314
2011-03-01,2.5369,2.7568,2.9727,3.35,3.5795,3.8026,3.9259
2011-03-02,2.484,2.6918,2.9697,3.3678,3.5647,3.771,3.9233
2011-03-03,2.4596,2.6161,2.9496,3.3315,3.5599,3.7873,3.9279
2011-03-04,2.4785,2.5988,2.9508,3.3386,3.5806,3.7982,3.9388
2011-03-07,2.3985,2.6,2.9352,3.3311,3.5813,3.7946,3.9351
2011-03-08,2.4028,2.5903,2.9394,3.33,3.5325,3.7531,3.9078
2011-03-09,2.3706,2.568,2.8898,3.26,3.5087,3.7391,3.8879
2011-03-10,2.3706,2.6162,2.9105,3.26,3.5465,3.757,3.9321
2011-03-11,2.4704,2.666,2.8904,3.2599,3.5414,3.7692,3.9328
2011-03-14,2.47,2.6787,2.8977,3.2771,3.5525,3.7468,3.9074
2011-03-15,2.4741,2.6616,2.9007,3.2633,3.5083,3.7022,3.8659
2011-03-16,2.493,2.696,2.8986,3.2511,3.5063,3.693,3.86
2011-03-17,2.4799,2.6928,2.89,3.2321,3.4932,3.6748,3.8326
2011-03-18,2.5,2.7015,2.8965,3.2365,3.4942,3.6789,3.8489
2011-03-21,2.5712,2.7219,2.9365,3.2476,3.5222,3.7006,3.8774
2011-03-22,2.5758,2.7209,2.915,3.2532,3.5262,3.7165,3.8987
2011-03-23,2.6076,2.6897,2.85,3.2373,3.528,3.7088,3.9037
2011-03-24,2.61,2.6731,2.8519,3.2321,3.5035,3.7083,3.8762
2011-03-25,2.6019,2.6741,2.851,3.2223,3.4953,3.7107,3.8714
2011-03-28,2.6262,2.6919,2.88,3.2323,3.4958,3.7111,3.8807
2011-03-29,2.5939,2.6975,2.8883,3.2326,3.4969,3.7344,3.9044
2011-03-30,2.5883,2.7039,2.8733,3.2292,3.5157,3.7368,3.9069
2011-03-31,2.6179,2.7008,2.8734,3.2328,3.5074,3.7443,3.912
2011-04-01,2.6197,2.6967,2.8259,3.2328,3.5071,3.7395,3.9126
2011-04-02,2.6012,2.6939,2.8346,3.2357,3.5096,3.7337,3.9078
2011-04-06,2.6342,2.7161,2.859,3.2412,3.5316,3.737,3.9203
2011-04-07,2.6588,2.7517,2.8709,3.2469,3.5297,3.7316,3.9167
2011-04-08,2.615,2.7217,2.8589,3.2434,3.5315,3.7244,3.9081
2011-04-11,2.6085,2.7273,2.8625,3.2444,3.51,3.7128,3.8928
2011-04-12,2.6044,2.7272,2.8482,3.2365,3.4632,3.6653,3.87
2011-04-13,2.5758,2.7,2.8144,3.2049,3.432,3.6675,3.8703
2011-04-14,2.5419,2.6857,2.8105,3.1946,3.4321,3.6629,3.8707
2011-04-15,2.5539,2.7014,2.8133,3.1994,3.4326,3.6632,3.8709
2011-04-18,2.5487,2.707,2.8297,3.2137,3.462,3.6881,3.896
2011-04-19,2.5559,2.6775,2.8186,3.2086,3.4622,3.6833,3.8911
2011-04-20,2.5868,2.6856,2.8211,3.2037,3.4574,3.6834,3.8913
2011-04-21,2.602,2.7084,2.8283,3.2205,3.4571,3.6834,3.8912
2011-04-22,2.6013,2.6969,2.8389,3.2274,3.464,3.6845,3.8966
2011-04-25,2.6425,2.7397,2.84,3.2425,3.4646,3.6848,3.8961
2011-04-26,2.6629,2.7527,2.8486,3.2685,3.4704,3.6879,3.896
2011-04-27,2.6318,2.7094,2.8078,3.2581,3.4706,3.6847,3.8812
2011-04-28,2.5728,2.7163,2.8066,3.2639,3.4418,3.6879,3.87
2011-04-29,2.5789,2.7149,2.8094,3.2594,3.4321,3.6714,3.8713
2011-05-03,2.6131,2.7257,2.8335,3.2617,3.4242,3.6793,3.8752
2011-05-04,2.6135,2.72,2.82,3.2619,3.4252,3.6691,3.8772
2011-05-05,2.6137,2.71,2.8528,3.2623,3.4315,3.6757,3.8715
2011-05-06,2.5846,2.7072,2.8661,3.2632,3.4273,3.6455,3.8308
2011-05-09,2.6156,2.7261,2.8614,3.2687,3.4224,3.6464,3.8378
2011-05-10,2.6172,2.7378,2.8567,3.2773,3.4323,3.6464,3.8326
2011-05-11,2.6027,2.7394,2.8758,3.2726,3.424,3.6275,3.8334
2011-05-12,2.5954,2.7367,2.9065,3.2676,3.4215,3.6326,3.8211
2011-05-13,2.714,2.8867,2.9747,3.2929,3.4511,3.6452,3.8363
2011-05-16,2.755,2.9009,2.9799,3.2881,3.4532,3.6478,3.8432
2011-05-17,2.7574,2.8977,2.9596,3.2922,3.4532,3.654,3.8318
2011-05-18,2.75,2.8777,2.9585,3.2902,3.4507,3.6485,3.8338
2011-05-19,2.7521,2.8846,2.9788,3.2916,3.4502,3.651,3.8309
2011-05-20,2.7924,2.952,3.037,3.3027,3.4424,3.6518,3.8429
2011-05-23,2.8606,2.952,3.0466,3.3059,3.428,3.6401,3.84
2011-05-24,2.8806,2.9937,3.055,3.3054,3.4303,3.6378,3.8414
2011-05-25,2.9,2.9924,3.0577,3.307,3.3968,3.6456,3.8382
2011-05-26,2.9047,2.9853,3.0589,3.2884,3.3846,3.6374,3.8352
2011-05-27,2.8767,2.9253,3.0053,3.2801,3.3953,3.6292,3.8217
2011-05-30,2.8874,2.9286,3.0317,3.2751,3.3906,3.6196,3.8256
2011-05-31,2.9062,2.9427,3.0348,3.2809,3.4156,3.6471,3.8311
2011-06-01,2.9041,2.9451,3.0402,3.3113,3.4226,3.6502,3.8311
2011-06-02,2.9039,2.9565,3.0597,3.3305,3.4233,3.6502,3.8337
2011-06-03,2.906,2.9506,3.0419,3.3312,3.4241,3.6491,3.8337
2011-06-07,2.9261,2.9639,3.0558,3.3343,3.4347,3.6598,3.8341
2011-06-08,2.9461,2.9876,3.0925,3.3552,3.4904,3.679,3.8572
2011-06-09,2.9611,3.0012,3.0833,3.3605,3.5136,3.6855,3.8726
2011-06-10,2.9811,3.0063,3.0901,3.3712,3.5219,3.7119,3.894
2011-06-13,2.9961,3.017,3.1185,3.4005,3.5245,3.7151,3.9036
2011-06-14,3.0461,3.0722,3.1552,3.4336,3.5701,3.7454,3.9406
2011-06-15,3.2261,3.2628,3.3465,3.489,3.6211,3.8032,3.9986
2011-06-16,3.3801,3.4579,3.5,3.5217,3.6208,3.8383,3.9839
2011-06-17,3.534,3.5905,3.6113,3.5332,3.6309,3.8276,3.9803
2011-06-20,3.5184,3.55,3.5808,3.4851,3.5845,3.7764,3.9413
2011-06-21,3.5332,3.5462,3.5805,3.4702,3.5602,3.7551,3.9003
2011-06-22,3.578,3.5949,3.5929,3.52,3.6162,3.8126,3.9555
2011-06-23,3.6398,3.624,3.6168,3.51,3.6172,3.8117,3.9691
2011-06-24,3.5736,3.58,3.5903,3.4947,3.5823,3.7722,3.8963
2011-06-27,3.4355,3.437,3.4957,3.4569,3.5289,3.7342,3.8703
2011-06-28,3.408,3.4244,3.5007,3.4552,3.5467,3.7267,3.8801
2011-06-29,3.4,3.4444,3.4915,3.4601,3.5536,3.738,3.8833
2011-06-30,3.3902,3.4127,3.4742,3.47,3.555,3.7364,3.8857
2011-07-01,3.3477,3.35,3.432,3.4104,3.5339,3.7102,3.8775
2011-07-04,3.2927,3.297,3.4018,3.3856,3.5155,3.7099,3.8842
2011-07-05,3.2927,3.2828,3.404,3.3956,3.5269,3.7075,3.8909
2011-07-06,3.2592,3.2709,3.4151,3.4358,3.5437,3.74,3.9116
2011-07-07,3.2773,3.2969,3.4,3.4363,3.5529,3.7423,3.9021
2011-07-08,3.1996,3.2561,3.41,3.4375,3.5501,3.7376,3.8881
2011-07-11,3.1759,3.2251,3.3821,3.4619,3.5704,3.7395,3.8923
2011-07-12,3.1701,3.2163,3.4123,3.462,3.5648,3.7471,3.8899
2011-07-13,3.2,3.2763,3.5323,3.4999,3.569,3.7509,3.8913
2011-07-14,3.2541,3.3363,3.5779,3.5021,3.5869,3.7714,3.9204
2011-07-15,3.0993,3.293,3.5674,3.4947,3.5951,3.787,3.9278
2011-07-18,3.1619,3.355,3.5868,3.5126,3.6441,3.8181,3.9558
2011-07-19,3.241,3.4309,3.665,3.5924,3.6855,3.8737,4.0088
2011-07-20,3.4429,3.5232,3.75,3.686,3.7608,3.9616,4.0715
2011-07-21,3.4488,3.6,3.8242,3.7291,3.8153,4.0012,4.0889
2011-07-22,3.3379,3.6081,3.8275,3.7564,3.7968,3.9933,4.0671
2011-07-25,3.3375,3.6257,3.7943,3.7573,3.8023,3.9623,4.0663
2011-07-26,3.3645,3.6407,3.7842,3.7595,3.8191,3.9625,4.0753
2011-07-27,3.3952,3.6766,3.7793,3.7489,3.8145,3.9627,4.0855
2011-07-28,3.3381,3.6167,3.7393,3.7307,3.8118,3.9574,4.0627
2011-07-29,3.2995,3.5766,3.7339,3.7126,3.7914,3.937,4.0477
2011-08-01,3.317,3.5937,3.7102,3.7158,3.7978,3.9329,4.0502
2011-08-02,3.32,3.5928,3.7194,3.7175,3.8033,3.9401,4.0615
2011-08-03,3.3228,3.61,3.7045,3.7602,3.9,4.0011,4.1201
2011-08-04,3.3424,3.6103,3.7059,3.753,3.9568,3.9975,4.0911
2011-08-05,3.3265,3.5891,3.6707,3.7036,3.8997,3.948,4.0423
2011-08-08,3.2965,3.5305,3.6233,3.6705,3.862,3.9335,4.0007
2011-08-09,3.2468,3.4797,3.599,3.6504,3.831,3.8863,3.9554
2011-08-10,3.2268,3.4544,3.5821,3.6591,3.8329,3.918,3.9639
2011-08-11,3.2256,3.4406,3.5481,3.6239,3.7764,3.8604,3.9291
2011-08-12,3.2087,3.4114,3.5782,3.6138,3.8056,3.8769,3.9268
2011-08-15,3.18,3.4113,3.5832,3.6216,3.8104,3.8638,3.9231
2011-08-16,3.2142,3.4524,3.6218,3.6459,3.8355,3.9008,3.9492
2011-08-17,3.2142,3.506,3.6257,3.6573,3.8229,3.8928,3.9432
2011-08-18,3.2562,3.5439,3.656,3.672,3.8328,3.9026,3.956
2011-08-19,3.2492,3.5285,3.6475,3.6536,3.7921,3.8757,3.9331
2011-08-22,3.2642,3.5407,3.6391,3.6661,3.7974,3.8761,3.9325
2011-08-23,3.2862,3.5277,3.6476,3.6524,3.8123,3.8933,3.9356
2011-08-24,3.2922,3.5442,3.66,3.6668,3.8125,3.905,3.9501
2011-08-25,3.301,3.5591,3.6607,3.6753,3.8246,3.9302,3.975
2011-08-26,3.316,3.5743,3.6692,3.698,3.8597,3.9387,3.9886
2011-08-29,3.436,3.6979,3.8092,3.848,3.9869,4.0006,4.0994
2011-08-30,3.5836,3.8323,3.9379,3.9338,4.039,4.0717,4.1303
2011-08-31,3.6175,3.8444,3.9174,3.9108,4.0131,4.0712,4.105
2011-09-01,3.6284,3.8137,3.9,3.8791,3.9711,4.0233,4.0708
2011-09-02,3.5943,3.8232,3.897,3.8717,3.9559,4.0218,4.07
2011-09-05,3.5793,3.8203,3.8923,3.8529,3.9122,4.009,4.0501
2011-09-06,3.6135,3.7976,3.8675,3.8607,3.8814,3.9782,4.0107
2011-09-07,3.6189,3.7794,3.8727,3.9525,3.9218,4.0239,4.05
2011-09-08,3.6285,3.8006,3.8716,3.957,3.943,4.0305,4.065
2011-09-09,3.5834,3.7763,3.8642,3.9439,3.9083,4.0004,4.0452
2011-09-13,3.583,3.7386,3.8642,3.9376,3.8858,3.9763,4.0208
2011-09-14,3.5444,3.7889,3.9342,3.9445,3.9015,3.9788,4.021
2011-09-15,3.5159,3.8026,3.9214,3.9661,3.928,4.0073,4.0495
2011-09-16,3.5173,3.9201,3.9401,3.9824,3.9501,4.0293,4.0752
2011-09-19,3.5701,3.8429,3.9219,3.9862,3.9535,4.0233,4.0801
2011-09-20,3.5846,3.844,3.9116,3.9722,3.944,4.0362,4.0801
2011-09-21,3.5368,3.8443,3.8729,3.9571,3.9581,4.029,4.0908
2011-09-22,3.515,3.8193,3.8529,3.9186,3.9164,3.9954,4.0676
2011-09-23,3.5001,3.6654,3.7032,3.8232,3.8187,3.9232,3.9662
2011-09-26,3.4378,3.5203,3.5519,3.7447,3.7549,3.8563,3.8878
2011-09-27,3.4553,3.5269,3.5766,3.7697,3.7931,3.8909,3.9158
2011-09-28,3.4301,3.5232,3.6164,3.7761,3.7847,3.8899,3.9203
2011-09-29,3.4114,3.4817,3.5829,3.7417,3.7505,3.8525,3.884
2011-09-30,3.3724,3.4729,3.6069,3.7119,3.7217,3.819,3.8605
2011-10-08,3.3917,3.4748,3.5999,3.7083,3.7266,3.8222,3.8605
2011-10-09,3.3868,3.4482,3.5531,3.6481,3.6565,3.7595,3.8056
2011-10-10,3.3458,3.4261,3.4522,3.5488,3.5775,3.7034,3.7706
2011-10-11,3.3203,3.3739,3.3824,3.4918,3.5631,3.6792,3.7593
2011-10-12,3.196,3.204,3.2323,3.5017,3.604,3.7088,3.8005
2011-10-13,3.138,3.1479,3.1501,3.5271,3.6644,3.738,3.8205
2011-10-14,3.0708,3.1106,3.1466,3.4883,3.6238,3.7,3.7707
2011-10-17,3.1002,3.1289,3.141,3.5342,3.6519,3.7215,3.7906
2011-10-18,3.0638,3.1173,3.1412,3.4944,3.5883,3.6699,3.7407
2011-10-19,3.0898,3.0983,3.1411,3.5013,3.6025,3.6755,3.7311
2011-10-20,3.0651,3.102,3.1412,3.4764,3.585,3.6696,3.7266
2011-10-21,3.049,3.0937,3.14,3.5028,3.6022,3.6802,3.7385
2011-10-24,3.0861,3.1146,3.1347,3.5029,3.6118,3.7004,3.7533
2011-10-25,3.1027,3.1314,3.1669,3.5324,3.64,3.7411,3.796
2011-10-26,3.1027,3.1129,3.1691,3.5087,3.6307,3.7212,3.7918
2011-10-27,3.1129,3.1273,3.1898,3.512,3.6508,3.7411,3.8032
2011-10-28,3.1333,3.1389,3.1898,3.51,3.6306,3.7315,3.787
2011-10-31,3.1207,3.1232,3.1398,3.4902,3.5804,3.6989,3.7607
2011-11-01,3.0648,3.0884,3.0899,3.4385,3.5483,3.6387,3.7395
2011-11-02,3.0459,3.0585,3.0681,3.4127,3.5197,3.6288,3.7208
2011-11-03,2.988,2.9889,3.0252,3.3988,3.5114,3.6411,3.7233
2011-11-04,2.9635,2.9693,2.9969,3.3793,3.4971,3.6285,3.7158
2011-11-07,2.9583,2.9643,2.9901,3.3805,3.5024,3.6382,3.7333
2011-11-08,2.8233,2.8363,2.8563,3.3525,3.4666,3.6004,3.6988
2011-11-09,2.5499,2.6072,2.6438,3.2528,3.382,3.5833,3.6436
2011-11-10,2.5258,2.5272,2.5705,3.1133,3.2916,3.4783,3.5563
2011-11-11,2.5425,2.5432,2.5683,3.1142,3.3027,3.5023,3.5916
2011-11-14,2.4654,2.4932,2.5562,3.1504,3.2998,3.4985,3.5807
2011-11-15,2.4915,2.4932,2.5459,3.1313,3.3423,3.541,3.6563
2011-11-16,2.5118,2.5213,2.5692,3.1414,3.3545,3.541,3.626
2011-11-17,2.5522,2.5553,2.598,3.1515,3.3979,3.5512,3.636
2011-11-18,2.5637,2.5668,2.6013,3.1375,3.3673,3.5546,3.6412
2011-11-21,2.6196,2.638,2.611,3.1681,3.3959,3.5814,3.6598
2011-11-22,2.6405,2.643,2.6397,3.1676,3.4075,3.5518,3.6412
2011-11-23,2.6458,2.6483,2.6717,3.1369,3.3321,3.5159,3.5914
2011-11-24,2.631,2.6416,2.6754,3.1249,3.3062,3.5118,3.6103
2011-11-25,2.6719,2.6766,2.6932,3.1099,3.3105,3.5132,3.6115
2011-11-28,2.6785,2.6802,2.7215,3.1012,3.3353,3.5358,3.6402
2011-11-29,2.6861,2.6802,2.724,3.1202,3.3458,3.5377,3.6315
2011-11-30,2.7057,2.703,2.7366,3.0994,3.3026,3.5071,3.6091
2011-12-01,2.5098,2.5034,2.5866,2.9659,3.1236,3.4134,3.5005
2011-12-02,2.5313,2.5377,2.6334,2.9351,3.0515,3.3687,3.472
2011-12-05,2.4959,2.4948,2.6213,2.9099,3.0373,3.355,3.442
2011-12-06,2.5616,2.5609,2.6293,2.91,3.0791,3.3654,3.479
2011-12-07,2.5815,2.5829,2.63,2.866,3.109,3.3738,3.489
2011-12-08,2.5815,2.5833,2.63,2.87,3.0892,3.3796,3.4953
2011-12-09,2.5939,2.5956,2.6324,2.8561,3.0492,3.375,3.4817
2011-12-12,2.594,2.5941,2.6595,2.871,3.0619,3.384,3.4927
2011-12-13,2.604,2.5841,2.6926,2.8979,3.1032,3.3948,3.4982
2011-12-14,2.614,2.5841,2.7183,2.921,3.1054,3.3852,3.4807
2011-12-15,2.6147,2.5661,2.7198,2.9384,3.1085,3.3881,3.489
2011-12-16,2.6165,2.5727,2.7202,2.9221,3.0836,3.372,3.4637
2011-12-19,2.6265,2.5743,2.7127,2.9173,3.0937,3.3613,3.4702
2011-12-20,2.6207,2.5643,2.7127,2.9339,3.0858,3.3734,3.4655
2011-12-21,2.6431,2.5922,2.7316,2.9451,3.0834,3.3861,3.4709
2011-12-22,2.6814,2.6409,2.7241,2.9394,3.0831,3.3878,3.4752
2011-12-23,2.7116,2.6603,2.7341,2.9337,3.0888,3.3881,3.4803
2011-12-26,2.7106,2.6502,2.7315,2.9347,3.0896,3.3852,3.4652
2011-12-27,2.7302,2.6502,2.7316,2.927,3.0865,3.3656,3.4603
2011-12-28,2.7398,2.6428,2.7342,2.9278,3.0876,3.3672,3.4603
2011-12-29,2.7395,2.6605,2.7369,2.8993,3.0743,3.3441,3.4453
2011-12-30,2.7492,2.6641,2.7201,2.8794,3.0376,3.325,3.4303
2011-12-31,2.7403,2.6761,2.7167,2.864,3.0406,3.3153,3.4211
2012-01-04,2.7476,2.659,2.7278,2.8657,3.0468,3.3469,3.4395
2012-01-05,2.7581,2.6899,2.7405,2.8912,3.0749,3.3526,3.4304
2012-01-06,2.7455,2.6345,2.7391,2.8741,3.023,3.3068,3.397
2012-01-09,2.7138,2.6576,2.7309,2.8789,3.0243,3.3025,3.3806
2012-01-10,2.7101,2.6515,2.7284,2.8801,3.0286,3.3062,3.403
2012-01-11,2.74,2.7453,2.7884,2.8775,3.0297,3.3245,3.4208
2012-01-12,2.74,2.7457,2.7842,2.8761,3.0376,3.2924,3.402
2012-01-13,2.74,2.7544,2.7938,2.8809,3.0382,3.3062,3.4108
2012-01-16,2.7972,2.7854,2.8251,2.8985,3.0582,3.3212,3.4233
2012-01-17,2.8056,2.7953,2.8209,2.9069,3.0556,3.305,3.4045
2012-01-18,2.8527,2.7978,2.8614,2.9143,3.0659,3.3045,3.3957
2012-01-19,2.8824,2.7053,2.8439,2.9072,3.0356,3.2841,3.3758
2012-01-20,2.8977,2.7103,2.8155,2.8942,3.0307,3.2817,3.3808
2012-01-21,2.896,2.7053,2.8169,2.8952,3.0367,3.2787,3.3811
2012-01-29,2.8984,2.6823,2.7757,2.8817,3.0333,3.2814,3.3812
2012-01-30,2.8786,2.6824,2.7757,2.8858,3.0561,3.2892,3.4005
2012-01-31,2.9083,2.7081,2.7658,2.8893,3.0502,3.2988,3.4064
2012-02-01,2.9182,2.7364,2.7829,2.9075,3.1131,3.3517,3.4318
2012-02-02,2.9624,2.7361,2.7733,2.9059,3.1073,3.3581,3.441
2012-02-03,2.9623,2.7352,2.7803,2.9058,3.1113,3.3615,3.436
2012-02-06,2.9667,2.7275,2.8131,2.9149,3.1409,3.3951,3.4785
2012-02-07,2.965,2.6866,2.8176,2.9119,3.1364,3.3961,3.481
2012-02-08,3.0619,2.7663,2.9275,2.9761,3.1666,3.4119,3.5098
2012-02-09,3.0674,2.869,2.9589,3.0283,3.1726,3.4406,3.5409
2012-02-10,3.0343,2.8626,2.9547,3.0251,3.1601,3.422,3.521
2012-02-13,3.0515,2.8583,2.9037,3.0243,3.1291,3.3989,3.5148
2012-02-14,3.0888,2.8502,2.9325,3.0158,3.1382,3.3971,3.516
2012-02-15,3.0654,2.9256,2.9437,3.0253,3.1607,3.4338,3.5335
2012-02-16,3.0633,2.9256,2.9696,3.0369,3.1709,3.4426,3.5361
2012-02-17,3.1065,2.9412,2.9856,3.0601,3.1978,3.452,3.5361
2012-02-20,3.0706,2.9051,2.9218,3.0061,3.148,3.4199,3.5116
2012-02-21,3.0771,2.9002,2.936,3.0376,3.1459,3.4327,3.5164
2012-02-22,2.9211,2.9002,2.9395,3.0491,3.174,3.43,3.5276
2012-02-23,2.9611,2.8797,2.9412,3.0487,3.1741,3.4219,3.5254
2012-02-24,2.9466,2.8962,2.9269,3.0497,3.1814,3.4218,3.5164
2012-02-27,2.9682,2.9247,2.9371,3.0634,3.2072,3.4494,3.5501
2012-02-28,2.9673,2.9196,2.9468,3.0693,3.2274,3.4647,3.5464
2012-02-29,2.9646,2.9202,2.9475,3.0602,3.2029,3.4379,3.534
2012-03-01,2.9651,2.9197,2.9305,3.0624,3.2025,3.4455,3.55
2012-03-02,2.9657,2.9186,2.9256,3.0626,3.2231,3.4757,3.5616
2012-03-05,2.9769,2.9082,2.9307,3.0626,3.2286,3.4926,3.5614
2012-03-06,2.9533,2.8782,2.9322,3.0326,3.2133,3.4621,3.5465
2012-03-07,2.8993,2.8583,2.9013,3.0338,3.1896,3.4325,3.5316
2012-03-08,2.8996,2.8572,2.8958,3.0025,3.1871,3.4342,3.5316
2012-03-09,2.8956,2.8561,2.8922,3.004,3.1715,3.4309,3.5367
2012-03-12,2.8648,2.8261,2.8595,2.9993,3.1498,3.4197,3.5242
2012-03-13,2.8594,2.8208,2.8654,2.9817,3.1576,3.4223,3.5401
2012-03-14,2.8593,2.821,2.8785,2.9926,3.1752,3.4454,3.5451
2012-03-15,2.8588,2.8211,2.8872,2.9953,3.1902,3.4555,3.5589
2012-03-16,2.8636,2.8211,2.869,2.9876,3.1881,3.4456,3.5483
2012-03-19,2.8496,2.8311,2.8452,2.9909,3.1826,3.4407,3.559
2012-03-20,2.8399,2.8311,2.8711,2.9869,3.2038,3.4513,3.5601
2012-03-21,2.8396,2.8316,2.8775,2.9901,3.2148,3.4473,3.5608
2012-03-22,2.8347,2.8315,2.8816,2.9948,3.1863,3.4514,3.5502
2012-03-23,2.8354,2.8277,2.8528,2.9788,3.1597,3.4307,3.5267
2012-03-26,2.8299,2.8284,2.8436,2.9708,3.1676,3.4261,3.5247
2012-03-27,2.8299,2.8289,2.8436,2.9732,3.1688,3.4335,3.5403
2012-03-28,2.8034,2.8228,2.8485,2.9631,3.1521,3.4242,3.5223
2012-03-29,2.7755,2.7718,2.8336,2.9278,3.142,3.4098,3.5143
2012-03-30,2.7559,2.7682,2.8355,2.933,3.1236,3.4038,3.5054
2012-03-31,2.7562,2.7685,2.8355,2.9225,3.1236,3.4016,3.5004
2012-04-01,2.7662,2.7701,2.8551,2.9252,3.1436,3.4242,3.5204
2012-04-05,2.771,2.7754,2.8595,2.9163,3.1362,3.4219,3.5191
2012-04-06,2.7699,2.783,2.8731,2.9152,3.1411,3.4275,3.5203
2012-04-09,2.7766,2.7857,2.8698,2.9301,3.1418,3.4323,3.5352
2012-04-10,2.7569,2.7794,2.8712,2.9121,3.1307,3.422,3.5366
2012-04-11,2.7569,2.7751,2.8714,2.9136,3.124,3.4337,3.5308
2012-04-12,2.7569,2.7715,2.8994,2.9222,3.1439,3.4272,3.5407
2012-04-13,2.7539,2.7715,2.8799,2.9272,3.1511,3.4218,3.5277
2012-04-16,2.7575,2.7614,2.8835,2.925,3.1529,3.4321,3.5318
2012-04-17,2.7676,2.7714,2.872,2.9235,3.1531,3.4203,3.5291
2012-04-18,2.7574,2.7614,2.8545,2.9226,3.1605,3.4247,3.5366
2012-04-19,2.7441,2.7642,2.846,2.9371,3.1733,3.4325,3.5518
2012-04-20,2.7447,2.7511,2.837,2.9303,3.1603,3.4281,3.5414
2012-04-23,2.7389,2.7591,2.8473,2.922,3.1642,3.4214,3.5407
2012-04-24,2.7396,2.7514,2.8439,2.93,3.1602,3.4159,3.5302
2012-04-25,2.7712,2.7814,2.8455,2.9451,3.1577,3.4283,3.5369
2012-04-26,2.7668,2.7879,2.8489,2.9569,3.1545,3.4266,3.5357
2012-04-27,2.7652,2.7925,2.8541,2.953,3.1538,3.4162,3.5389
2012-04-28,2.7637,2.7903,2.8562,2.9582,3.1508,3.4126,3.5391
2012-05-02,2.7624,2.778,2.845,2.9672,3.1589,3.4238,3.5449
2012-05-03,2.7733,2.784,2.8496,2.989,3.1608,3.4151,3.5454
2012-05-04,2.7617,2.7871,2.8618,3.0044,3.1651,3.4285,3.5512
2012-05-07,2.7477,2.7866,2.8612,2.9972,3.1634,3.4223,3.5518
2012-05-08,2.7557,2.7729,2.8572,2.998,3.1592,3.4209,3.552
2012-05-09,2.73,2.75,2.8399,2.9778,3.1588,3.4105,3.5414
2012-05-10,2.7001,2.7025,2.7978,2.9642,3.1243,3.3994,3.5287
2012-05-11,2.6421,2.6452,2.7531,2.9248,3.0901,3.3687,3.4907
