date,yield_3m,yield_6m,yield_1y,yield_3y,yield_5y,yield_7y,yield_10y
2018-04-17,2.6856,2.9266,3.1611,3.3112,3.4696,3.6456,3.6512
2018-04-18,2.5017,2.7169,2.9125,3.1724,3.3298,3.52,3.5013
2018-04-19,2.5517,2.7662,2.9611,3.2126,3.3298,3.52,3.5064
2018-04-20,2.5879,2.8068,3.0061,3.1928,3.3253,3.5159,3.5215
2018-04-23,2.6921,2.7919,3.0484,3.217,3.3306,3.5383,3.6019
2018-04-24,2.7495,2.8222,3.0152,3.1779,3.2858,3.5367,3.5855
2018-04-25,2.7394,2.8301,3.0247,3.178,3.2657,3.584,3.6118
2018-04-26,2.7394,2.8299,3.0279,3.1832,3.286,3.6044,3.6344
2018-04-27,2.6895,2.8299,3.0155,3.1989,3.2911,3.6307,3.6364
2018-04-28,2.6691,2.8102,2.9965,3.1927,3.2711,3.6302,3.6217
2018-05-02,2.7022,2.8389,3.0208,3.2529,3.2857,3.675,3.6665
2018-05-03,2.6882,2.81,2.977,3.241,3.2505,3.6601,3.6467
2018-05-04,2.6519,2.7719,2.9372,3.23,3.2505,3.6251,3.6319
2018-05-07,2.648,2.7674,2.9319,3.2282,3.2814,3.6458,3.6518
2018-05-08,2.6565,2.7678,2.9233,3.235,3.3331,3.6649,3.6922
2018-05-09,2.7062,2.7939,2.9295,3.2349,3.3897,3.6758,3.7074
2018-05-10,2.7365,2.8069,2.9235,3.2188,3.3853,3.6651,3.6924
2018-05-11,2.7014,2.8602,2.9305,3.2063,3.3805,3.6477,3.6882
2018-05-14,2.7212,2.9135,2.9469,3.222,3.4015,3.6488,3.6937
2018-05-15,2.7735,2.92,2.9669,3.2215,3.4172,3.6565,3.7151
2018-05-16,2.7498,2.9249,3.0185,3.2404,3.4273,3.6595,3.7076
2018-05-17,2.7817,2.9563,3.0701,3.2407,3.4584,3.6603,3.712
2018-05-18,2.7443,3.0,3.0711,3.228,3.4793,3.6602,3.7099
2018-05-21,2.8089,2.9696,3.1368,3.2481,3.459,3.6505,3.6939
2018-05-22,2.7985,3.0045,3.1229,3.2596,3.4176,3.6454,3.67
2018-05-23,2.7848,3.0123,3.1233,3.2615,3.4178,3.6454,3.64
2018-05-24,2.8066,2.9775,3.1245,3.2813,3.417,3.6174,3.6501
2018-05-25,2.8413,3.0149,3.1249,3.2785,3.3966,3.6025,3.6126
2018-05-28,2.9152,3.0151,3.1415,3.2873,3.4174,3.5858,3.6101
2018-05-29,2.9194,3.0099,3.1397,3.2864,3.4283,3.5961,3.6001
2018-05-30,2.904,2.9839,3.1528,3.2957,3.4172,3.586,3.5976
2018-05-31,2.89,2.9897,3.1488,3.3018,3.4383,3.5983,3.6129
2018-06-01,3.0002,3.0003,3.1619,3.3603,3.4406,3.6002,3.6202
2018-06-04,2.9848,3.0059,3.1751,3.3807,3.4616,3.6346,3.6532
2018-06-05,2.9879,3.0146,3.1703,3.4199,3.4637,3.6443,3.6602
2018-06-06,2.9907,3.015,3.2003,3.4337,3.4937,3.6443,3.6602
2018-06-07,2.9929,3.0235,3.2161,3.4307,3.5066,3.6504,3.6702
2018-06-08,2.95,3.0173,3.2117,3.3858,3.4563,3.6255,3.6453
2018-06-11,2.93,3.0339,3.218,3.3971,3.4723,3.65,3.6502
2018-06-12,2.9438,3.0517,3.2414,3.4433,3.5273,3.6628,3.6853
2018-06-13,2.9833,3.1294,3.2406,3.4277,3.5076,3.66,3.6627
2018-06-14,2.9621,3.1097,3.2209,3.4044,3.4776,3.64,3.6227
2018-06-15,2.9505,3.1543,3.2183,3.3952,3.4565,3.6051,3.6028
2018-06-19,2.9766,3.1417,3.2168,3.3809,3.4314,3.5725,3.5603
2018-06-20,3.0891,3.1417,3.2848,3.3842,3.4571,3.59,3.6054
2018-06-21,3.1024,3.1721,3.2856,3.3866,3.4411,3.5707,3.5753
2018-06-22,3.0433,3.1721,3.2775,3.3844,3.4149,3.5701,3.5604
2018-06-25,3.0615,3.1817,3.2792,3.3904,3.4363,3.5753,3.5803
2018-06-26,3.0996,3.1998,3.2772,3.376,3.4448,3.5706,3.5804
2018-06-27,3.0996,3.1998,3.2775,3.3756,3.4224,3.5599,3.5529
2018-06-28,3.13,3.1846,3.2242,3.3518,3.3916,3.535,3.5304
2018-06-29,3.0122,3.1041,3.159,3.3124,3.3507,3.4852,3.4756
2018-07-02,2.8213,3.0388,3.134,3.2844,3.344,3.4801,3.4668
2018-07-03,2.71,2.9432,3.0543,3.267,3.3184,3.4904,3.4955
2018-07-04,2.6621,2.9576,3.0602,3.2721,3.3232,3.4915,3.5107
2018-07-05,2.6536,2.9507,3.0304,3.2647,3.3079,3.5001,3.5005
2018-07-06,2.445,2.8794,3.0208,3.2656,3.3242,3.5021,3.5259
2018-07-09,2.4473,2.8695,3.0404,3.2833,3.3342,3.5266,3.5432
2018-07-10,2.4357,2.8479,3.0603,3.2911,3.3442,3.5357,3.5431
2018-07-11,2.4325,2.8476,3.0654,3.2665,3.336,3.501,3.5107
2018-07-12,2.4579,2.7626,3.0654,3.2568,3.3267,3.5014,3.5158
2018-07-13,2.4952,2.7834,3.0654,3.241,3.2734,3.4852,3.4858
2018-07-16,2.5211,2.7258,3.0259,3.222,3.2706,3.4826,3.4808
2018-07-17,2.4938,2.7403,3.0259,3.2334,3.3056,3.4778,3.4808
2018-07-18,2.5378,2.8592,3.0508,3.2383,3.3005,3.4751,3.4708
2018-07-19,2.5302,2.8283,3.0507,3.2131,3.2807,3.4699,3.4409
2018-07-20,2.4704,2.8585,3.0507,3.243,3.2896,3.5016,3.5135
2018-07-23,2.4725,2.8615,3.0508,3.2391,3.2959,3.5021,3.5186
2018-07-24,2.4881,2.8633,3.0508,3.2347,3.3115,3.5294,3.5615
2018-07-25,2.4147,2.8419,3.011,3.2053,3.3147,3.5339,3.5614
2018-07-26,2.2928,2.7511,2.991,3.1754,3.2976,3.5263,3.5361
2018-07-27,2.2957,2.7401,2.9025,3.1259,3.2733,3.5115,3.5212
2018-07-30,2.2888,2.6874,2.8816,3.0871,3.257,3.5072,3.5213
2018-07-31,2.3032,2.6405,2.841,3.0578,3.2249,3.4801,3.4812
2018-08-01,2.2875,2.6163,2.807,3.0695,3.1736,3.4801,3.4638
2018-08-02,2.243,2.6157,2.7722,3.0608,3.1639,3.4615,3.4713
2018-08-03,2.1377,2.5551,2.7247,3.0375,3.1494,3.434,3.4567
2018-08-06,2.0209,2.4927,2.6627,3.0254,3.1555,3.434,3.4568
2018-08-07,2.0119,2.4027,2.603,3.017,3.1455,3.443,3.4876
2018-08-08,1.9562,2.4016,2.623,3.0594,3.2066,3.4865,3.5222
2018-08-09,1.9552,2.433,2.7227,3.1129,3.2669,3.5074,3.5476
2018-08-10,1.9654,2.4185,2.7252,3.119,3.2876,3.5166,3.5525
2018-08-13,1.9104,2.5238,2.813,3.1682,3.3383,3.547,3.5826
2018-08-14,1.9645,2.5829,2.8122,3.1844,3.3276,3.5336,3.5519
2018-08-15,2.0049,2.5341,2.84,3.1836,3.3381,3.5451,3.5829
2018-08-16,2.06,2.616,2.8408,3.2297,3.3465,3.5607,3.6141
2018-08-17,2.1159,2.6765,2.8833,3.2831,3.3851,3.5748,3.6524
2018-08-20,2.1642,2.7189,2.9004,3.2928,3.4179,3.5892,3.6326
2018-08-21,2.2086,2.721,2.9432,3.3476,3.4672,3.6054,3.63
2018-08-22,2.2102,2.7208,2.9034,3.3255,3.4584,3.585,3.6075
2018-08-23,2.1759,2.6921,2.8791,3.2745,3.4089,3.5751,3.6101
2018-08-24,2.1728,2.6943,2.8376,3.2934,3.4066,3.5722,3.6278
2018-08-27,2.1421,2.6681,2.8545,3.3029,3.4068,3.5875,3.6303
2018-08-28,2.1477,2.6707,2.867,3.3115,3.4066,3.5939,3.6101
2018-08-29,2.1451,2.6733,2.8593,3.3028,3.4022,3.594,3.6101
2018-08-30,2.1427,2.6483,2.8344,3.2954,3.3704,3.568,3.5801
2018-08-31,2.1205,2.6418,2.8451,3.2727,3.3462,3.5711,3.5751
2018-09-03,2.13,2.623,2.8387,3.3132,3.3651,3.5911,3.5951
2018-09-04,2.1401,2.622,2.8476,3.3317,3.3959,3.6149,3.6101
2018-09-05,2.1407,2.5728,2.847,3.3392,3.4114,3.6198,3.6101
2018-09-06,2.1318,2.5797,2.8414,3.3486,3.4268,3.6247,3.6101
2018-09-07,2.133,2.5438,2.8438,3.3607,3.4366,3.63,3.6301
2018-09-10,2.1274,2.605,2.8407,3.3947,3.4793,3.66,3.6551
2018-09-11,2.1321,2.617,2.8457,3.4186,3.507,3.675,3.6751
2018-09-12,2.1506,2.6429,2.849,3.4155,3.5185,3.675,3.6551
2018-09-13,2.1461,2.6177,2.8593,3.3804,3.5014,3.66,3.6526
2018-09-14,2.1334,2.621,2.8623,3.3678,3.4977,3.65,3.6351
2018-09-17,2.1042,2.6401,2.8636,3.3569,3.4779,3.645,3.6327
2018-09-18,2.1222,2.6174,2.8793,3.3554,3.4905,3.655,3.6452
2018-09-19,2.1061,2.6144,3.0102,3.3544,3.5017,3.6677,3.6727
2018-09-20,2.0526,2.6292,3.0314,3.3633,3.5172,3.6856,3.7003
2018-09-21,2.0734,2.6087,3.0266,3.351,3.5072,3.6654,3.6752
2018-09-25,2.0893,2.6165,3.0271,3.3245,3.4995,3.6608,3.6754
2018-09-26,2.0916,2.638,3.0251,3.3092,3.4799,3.6476,3.6503
2018-09-27,2.1243,2.618,3.0177,3.2932,3.4702,3.6203,3.6253
2018-09-28,2.2195,2.6582,3.0038,3.2791,3.4401,3.62,3.6154
2018-09-29,2.2225,2.6169,2.99,3.2791,3.4513,3.6199,3.6104
2018-09-30,2.2235,2.6189,2.9657,3.2808,3.4565,3.6201,3.6103
2018-10-08,2.0648,2.6043,2.9579,3.2884,3.4431,3.625,3.6155
2018-10-09,1.874,2.5442,2.9388,3.2803,3.4442,3.62,3.6156
2018-10-10,1.8246,2.5313,2.9395,3.2303,3.437,3.6105,3.6156
2018-10-11,1.8662,2.5528,2.8902,3.1976,3.4077,3.58,3.5806
2018-10-12,1.9269,2.2448,2.8904,3.2081,3.3964,3.5876,3.5831
2018-10-15,1.9279,2.2415,2.88,3.2068,3.4031,3.59,3.5857
2018-10-16,1.9526,2.3055,2.8902,3.2072,3.4084,3.58,3.5757
2018-10-17,2.0055,2.3595,2.9027,3.2024,3.4094,3.58,3.5807
2018-10-18,2.1413,2.3566,2.9027,3.1902,3.36,3.55,3.5508
2018-10-19,2.2023,2.353,2.9027,3.1882,3.3602,3.5562,3.5658
2018-10-22,2.2675,2.413,2.9027,3.1994,3.386,3.5725,3.591
2018-10-23,2.2686,2.4131,2.8879,3.2077,3.3762,3.5613,3.5709
2018-10-24,2.3093,2.4347,2.8562,3.196,3.3664,3.55,3.5409
2018-10-25,2.2795,2.4225,2.8562,3.1913,3.3516,3.54,3.5409
2018-10-26,2.2697,2.4189,2.844,3.1919,3.3417,3.5271,3.541
2018-10-29,2.2845,2.4202,2.8203,3.1479,3.3126,3.5015,3.5111
2018-10-30,2.2471,2.4071,2.8054,3.1385,3.308,3.5065,3.5161
2018-10-31,2.3212,2.6255,2.8054,3.1595,3.3129,3.5054,3.5086
2018-11-01,2.3114,2.6138,2.7858,3.1806,3.3076,3.5,3.4936
2018-11-02,2.2976,2.6625,2.7863,3.1915,3.3229,3.5366,3.5461
2018-11-05,2.2802,2.6836,2.7763,3.1882,3.3238,3.523,3.5312
2018-11-06,2.2838,2.6692,2.7516,3.1641,3.3143,3.5016,3.5113
2018-11-07,2.2791,2.6545,2.7269,3.1139,3.2954,3.4801,3.4813
2018-11-08,2.2761,2.6281,2.6771,3.0956,3.2885,3.4759,3.4813
2018-11-09,2.2511,2.5164,2.6586,3.0866,3.271,3.471,3.4763
2018-11-12,2.2025,2.5303,2.6123,3.0953,3.2665,3.4727,3.4865
2018-11-13,2.205,2.5217,2.5913,3.0706,3.2471,3.4623,3.474
2018-11-14,2.2178,2.5501,2.559,2.9891,3.1367,3.4037,3.4218
2018-11-15,2.2552,2.5027,2.5092,2.9897,3.1359,3.395,3.3915
2018-11-16,2.2162,2.4826,2.508,2.981,3.127,3.3503,3.3515
2018-11-19,2.2735,2.4938,2.5092,3.0077,3.1521,3.359,3.3772
2018-11-20,2.314,2.5104,2.5191,3.0247,3.1779,3.38,3.3771
2018-11-21,2.335,2.4881,2.4968,3.0166,3.1787,3.3701,3.3716
2018-11-22,2.3572,2.5187,2.4892,3.0186,3.1897,3.3821,3.3917
2018-11-23,2.2864,2.4853,2.5115,3.0132,3.1853,3.3903,3.3917
2018-11-26,2.3225,2.4494,2.5007,3.0098,3.1756,3.3868,3.4151
2018-11-27,2.3271,2.4598,2.495,3.0108,3.179,3.39,3.4
2018-11-28,2.3795,2.4946,2.48,3.0015,3.1894,3.3799,3.37
2018-11-29,2.4154,2.4696,2.47,2.9956,3.1505,3.3601,3.36
2018-11-30,2.3685,2.4791,2.4826,2.9899,3.1353,3.3602,3.355
2018-12-03,2.3569,2.4704,2.4823,2.9982,3.1279,3.3698,3.35
2018-12-04,2.3563,2.4688,2.4604,2.9738,3.0779,3.315,3.305
2018-12-05,2.3625,2.4613,2.4604,2.9333,3.0718,3.2997,3.275
2018-12-06,2.3935,2.4684,2.4585,2.9015,3.0734,3.2554,3.2751
2018-12-07,2.401,2.4601,2.46,2.881,3.0227,3.2422,3.2853
2018-12-10,2.4561,2.4709,2.4839,2.858,2.993,3.2306,3.2678
2018-12-11,2.4661,2.4709,2.4742,2.868,2.997,3.2404,3.2652
2018-12-12,2.5184,2.5198,2.4607,2.8708,3.0057,3.2356,3.2703
2018-12-13,2.5201,2.5983,2.4617,2.8943,3.0438,3.2564,3.3311
2018-12-14,2.5525,2.5985,2.4792,2.9153,3.0506,3.252,3.3468
2018-12-17,2.5525,2.5679,2.4711,2.9339,3.0574,3.2923,3.3713
2018-12-18,2.571,2.5762,2.4861,2.934,3.0577,3.2926,3.3714
2018-12-19,2.6298,2.5608,2.7011,2.9237,3.0582,3.2728,3.3412
2018-12-20,2.7277,2.6,2.6906,2.8772,3.0414,3.2753,3.3003
2018-12-21,2.7791,2.605,2.6806,2.8709,3.0458,3.2382,3.3168
2018-12-24,2.7947,2.6058,2.7045,2.8998,3.0657,3.2392,3.3483
2018-12-25,2.7951,2.6295,2.7146,2.8972,3.0665,3.253,3.3113
2018-12-26,2.7792,2.6346,2.7001,2.9002,3.0644,3.248,3.3011
2018-12-27,2.7688,2.6503,2.6611,2.902,3.001,3.2229,3.2709
2018-12-28,2.6263,2.5899,2.603,2.8697,2.9614,3.1688,3.2315
2018-12-29,2.6153,2.5919,2.6,2.8688,2.9676,3.1641,3.2265
2018-12-30,2.6153,2.5919,2.6,2.8688,2.9676,3.1641,3.2265
2018-12-31,2.6153,2.5919,2.6,2.8688,2.9676,3.1641,3.2265
2019-01-02,2.5237,2.5497,2.5014,2.7859,2.9466,3.0876,3.1734
2019-01-03,2.4709,2.5001,2.5017,2.7776,2.8965,3.1031,3.141
2019-01-04,2.3251,2.437,2.4525,2.7922,2.885,3.104,3.1513
2019-01-07,2.3409,2.4534,2.4026,2.7917,2.9303,3.1272,3.1507
2019-01-08,2.3116,2.3501,2.3528,2.753,2.8796,3.0836,3.1211
2019-01-09,2.3439,2.4,2.3777,2.7604,2.8745,3.101,3.1106
2019-01-10,2.352,2.3861,2.3627,2.7736,2.8954,3.105,3.1006
2019-01-11,2.2684,2.3864,2.4065,2.792,2.91,3.0939,3.1058
2019-01-14,2.3013,2.3859,2.426,2.7927,2.9496,3.1075,3.1297
2019-01-15,2.2992,2.3874,2.4345,2.7922,2.9484,3.1219,3.1383
2019-01-16,2.3198,2.3856,2.36,2.7457,2.9047,3.0776,3.0745
2019-01-17,2.3078,2.3748,2.35,2.6873,2.8983,3.0573,3.076
2019-01-18,2.2924,2.4129,2.3498,2.7061,2.941,3.0791,3.091
2019-01-21,2.3453,2.386,2.4209,2.7202,2.9499,3.0828,3.1037
2019-01-22,2.3256,2.399,2.3999,2.7225,2.9437,3.0699,3.1071
2019-01-23,2.3097,2.3936,2.4099,2.7326,2.9258,3.0579,3.119
2019-01-24,2.3093,2.3878,2.4004,2.7339,2.9268,3.0731,3.1338
2019-01-25,2.2851,2.3692,2.3804,2.7497,2.9475,3.0738,3.1398
2019-01-28,2.2787,2.366,2.3961,2.7373,2.9635,3.0785,3.1397
2019-01-29,2.2129,2.3314,2.3877,2.6983,2.9403,3.0638,3.1246
2019-01-30,2.2356,2.3433,2.3803,2.6807,2.9207,3.0496,3.1151
2019-01-31,2.2051,2.3147,2.3873,2.6885,2.8943,3.0485,3.1037
2019-02-01,2.2062,2.3152,2.351,2.6874,2.9006,3.0512,3.1032
2019-02-02,2.2062,2.3127,2.351,2.6825,2.8907,3.0481,3.0978
2019-02-03,2.2062,2.3127,2.3506,2.6805,2.8923,3.0386,3.0967
2019-02-11,2.2041,2.2905,2.3381,2.6722,2.8754,3.0444,3.067
2019-02-12,2.1853,2.2815,2.3053,2.6493,2.8643,3.0458,3.0748
2019-02-13,2.1752,2.2689,2.3251,2.6424,2.8746,3.0327,3.0719
2019-02-14,2.1639,2.2618,2.313,2.6631,2.8779,3.0413,3.0726
2019-02-15,2.0058,2.2637,2.3094,2.6533,2.8794,3.03,3.0794
2019-02-18,2.0626,2.2099,2.3206,2.6732,2.909,3.0602,3.1094
2019-02-19,2.0619,2.2056,2.3141,2.6732,2.9145,3.0696,3.1279
2019-02-20,2.0611,2.1804,2.3053,2.6932,2.9063,3.0642,3.1196
2019-02-21,2.0509,2.202,2.3356,2.6895,2.919,3.0732,3.1361
2019-02-22,2.0366,2.2084,2.3592,2.7013,2.9253,3.0833,3.1451
2019-02-25,2.0525,2.2257,2.344,2.7331,2.9956,3.1392,3.1787
2019-02-26,2.1883,2.2425,2.3546,2.7708,3.0473,3.1593,3.1878
2019-02-27,2.1495,2.2789,2.39,2.7687,3.0343,3.1331,3.1689
2019-02-28,2.1346,2.2557,2.4053,2.7597,3.0466,3.1464,3.1731
2019-03-01,2.0102,2.2808,2.4338,2.7896,3.0689,3.1765,3.187
2019-03-04,1.963,2.2578,2.4442,2.8132,3.0691,3.1864,3.2023
2019-03-05,2.0273,2.2626,2.4431,2.832,3.099,3.198,3.2149
2019-03-06,2.0013,2.2229,2.4486,2.8519,3.0893,3.2098,3.2021
2019-03-07,1.9626,2.2041,2.4532,2.843,3.0454,3.1697,3.1572
2019-03-08,1.9539,2.1081,2.4503,2.8031,3.0284,3.1646,3.1423
2019-03-11,1.9302,2.157,2.4471,2.8226,3.0275,3.1668,3.1374
2019-03-12,2.006,2.157,2.4613,2.8274,3.0536,3.1718,3.1424
2019-03-13,2.001,2.2052,2.4705,2.8201,3.0539,3.1643,3.1375
2019-03-14,2.1556,2.2322,2.4719,2.828,3.0641,3.1646,3.1475
2019-03-15,2.1529,2.2311,2.4632,2.783,3.0625,3.1595,3.1376
2019-03-18,2.1595,2.2348,2.4773,2.8042,3.0715,3.1691,3.1377
2019-03-19,2.1657,2.2381,2.4787,2.7751,3.0767,3.1691,3.1377
2019-03-20,2.1546,2.2395,2.4698,2.7862,3.0711,3.1791,3.1453
2019-03-21,2.1536,2.2288,2.4498,2.7818,3.0465,3.1494,3.1291
2019-03-22,2.1446,2.2408,2.4655,2.7616,3.034,3.1295,3.108
2019-03-25,2.1062,2.2511,2.4795,2.7565,3.0101,3.1286,3.0831
2019-03-26,2.0915,2.2552,2.4706,2.7376,2.9928,3.094,3.0633
2019-03-27,2.1293,2.2771,2.4669,2.7216,2.9937,3.0899,3.0882
2019-03-28,2.1513,2.2429,2.4478,2.7171,2.9658,3.1013,3.0634
2019-03-29,2.1427,2.2321,2.4377,2.7126,2.9577,3.1086,3.0683
2019-04-01,2.0522,2.1763,2.4407,2.7526,3.0126,3.1784,3.1332
2019-04-02,2.0826,2.198,2.4522,2.7621,3.0378,3.2182,3.1681
2019-04-03,2.0811,2.1823,2.4639,2.8695,3.081,3.2807,3.2331
2019-04-04,2.0715,2.1913,2.4759,2.9004,3.1313,3.2891,3.2679
2019-04-08,2.1573,2.1897,2.4746,2.8934,3.1623,3.2811,3.2482
2019-04-09,2.159,2.192,2.4664,2.926,3.2259,3.3091,3.2882
2019-04-10,2.1727,2.2174,2.4753,2.9424,3.21,3.2996,3.2932
2019-04-11,2.1753,2.2343,2.4794,2.9422,3.1793,3.2894,3.2784
2019-04-12,2.1064,2.28,2.52,2.9453,3.1778,3.323,3.3334
2019-04-15,2.2019,2.3094,2.5336,2.9851,3.2414,3.37,3.3736
2019-04-16,2.1865,2.3223,2.5856,3.0431,3.2565,3.3995,3.3937
2019-04-17,2.2006,2.453,2.7156,3.0535,3.2567,3.4043,3.3938
2019-04-18,2.2267,2.455,2.6712,3.0238,3.2018,3.3741,3.3589
2019-04-19,2.187,2.4095,2.6797,2.9916,3.2024,3.3818,3.3741
2019-04-22,2.1247,2.3416,2.6913,3.023,3.2231,3.4288,3.4091
2019-04-23,2.189,2.3314,2.702,3.0255,3.2437,3.4284,3.3993
2019-04-24,2.1705,2.3207,2.6968,3.0341,3.2693,3.449,3.4343
2019-04-25,2.1765,2.3773,2.6902,3.032,3.2441,3.4388,3.4193
2019-04-26,2.2105,2.3537,2.6743,3.0293,3.214,3.4388,3.4043
2019-04-28,2.2105,2.3537,2.6989,3.0293,3.214,3.4388,3.4043
2019-04-29,2.2475,2.3772,2.7224,3.0376,3.2199,3.4391,3.4268
2019-04-30,2.2545,2.3646,2.6902,3.0343,3.1949,3.4272,3.3869
2019-05-05,2.2595,2.3636,2.6902,3.0343,3.1949,3.4249,3.3849
2019-05-06,2.2713,2.3576,2.6794,2.9785,3.1467,3.3902,3.355
2019-05-07,2.2736,2.3526,2.6764,3.0543,3.1628,3.402,3.3551
2019-05-08,2.2953,2.3704,2.6801,3.0178,3.1537,3.3871,3.3426
2019-05-09,2.2867,2.3568,2.6618,2.9859,3.142,3.357,3.3116
2019-05-10,2.351,2.4077,2.685,2.9831,3.1527,3.3492,3.3017
2019-05-13,2.3773,2.4801,2.6844,2.9756,3.1304,3.3215,3.2709
2019-05-14,2.356,2.4571,2.6783,2.9898,3.16,3.3435,3.2859
2019-05-15,2.3287,2.4536,2.6848,2.9891,3.1486,3.3311,3.2762
2019-05-16,2.2828,2.43,2.683,2.9513,3.1293,3.3093,3.2662
2019-05-17,2.2888,2.4688,2.6775,2.9619,3.1344,3.3115,3.2665
2019-05-20,2.2624,2.4207,2.6593,2.9646,3.13,3.3118,3.2717
2019-05-21,2.2779,2.426,2.6623,2.9823,3.135,3.3346,3.299
2019-05-22,2.3063,2.45,2.7,2.9808,3.1433,3.3527,3.3264
2019-05-23,2.31,2.4326,2.695,2.9651,3.1159,3.3338,3.31
2019-05-24,2.2934,2.4294,2.6912,2.965,3.1112,3.3362,3.3125
2019-05-27,2.3087,2.4807,2.7535,3.0048,3.1497,3.3784,3.35
2019-05-28,2.3947,2.5792,2.7352,2.9744,3.1433,3.3574,3.31
2019-05-29,2.3633,2.5805,2.715,2.9537,3.0925,3.3183,3.2875
2019-05-30,2.3818,2.5309,2.6964,2.9245,3.0682,3.3081,3.275
2019-05-31,2.3996,2.5135,2.679,2.9418,3.0731,3.3081,3.2751
2019-06-03,2.416,2.485,2.6934,2.9404,3.058,3.2778,3.2401
2019-06-04,2.4115,2.4503,2.671,2.9364,3.0427,3.2619,3.2101
2019-06-05,2.4162,2.4394,2.6632,2.9484,3.0484,3.2643,3.21
2019-06-06,2.4053,2.4702,2.6542,2.9533,3.0565,3.2537,3.2136
2019-06-10,2.4105,2.493,2.6661,2.9741,3.0765,3.27,3.2251
2019-06-11,2.4162,2.4917,2.6772,2.9948,3.1134,3.3,3.2651
2019-06-12,2.4136,2.4746,2.6849,2.9765,3.1132,3.2925,3.2601
2019-06-13,2.4106,2.486,2.7155,2.9647,3.098,3.2775,3.2451
2019-06-14,2.4302,2.5298,2.7338,2.9415,3.0732,3.2601,3.2302
2019-06-17,2.4549,2.5805,2.7264,2.929,3.0562,3.25,3.2252
2019-06-18,2.4312,2.5258,2.727,2.9284,3.0542,3.255,3.2302
2019-06-19,2.351,2.5015,2.7231,2.929,3.0679,3.265,3.2427
2019-06-20,2.332,2.4556,2.6889,2.9114,3.0511,3.26,3.2352
2019-06-21,2.2566,2.4072,2.6608,2.9132,3.041,3.255,3.2303
2019-06-24,2.2464,2.415,2.6633,2.9302,3.0618,3.27,3.2453
2019-06-25,2.2536,2.4094,2.6593,2.9242,3.0517,3.2625,3.2353
2019-06-26,2.2342,2.3982,2.6604,2.9261,3.0627,3.27,3.2453
2019-06-27,2.2375,2.3948,2.6565,2.9453,3.0775,3.27,3.2553
2019-06-28,2.187,2.3893,2.6429,2.9406,3.057,3.255,3.2254
2019-07-01,2.1946,2.3466,2.6554,2.9366,3.0578,3.26,3.2254
2019-07-02,2.1661,2.3291,2.6263,2.9021,3.0093,3.21,3.1704
2019-07-03,2.0509,2.2764,2.5926,2.8788,2.9976,3.18,3.1554
2019-07-04,2.0671,2.2359,2.5845,2.8771,2.9848,3.1825,3.1479
2019-07-05,2.0395,2.2362,2.5957,2.9012,3.0182,3.1951,3.1705
2019-07-08,2.0511,2.2165,2.61,2.9112,3.0284,3.1975,3.1805
2019-07-09,2.0588,2.2529,2.6267,2.9118,3.0229,3.1899,3.168
2019-07-10,2.0317,2.2858,2.5918,2.9258,3.0203,3.19,3.1706
2019-07-11,2.0544,2.2674,2.6031,2.8974,3.0206,3.1899,3.168
2019-07-12,2.0393,2.2732,2.6186,2.8876,3.0101,3.1799,3.1531
2019-07-15,2.0321,2.2757,2.6244,2.914,3.0308,3.1949,3.1782
2019-07-16,2.0884,2.2749,2.6246,2.911,3.0311,3.1925,3.1732
2019-07-17,2.1306,2.3046,2.6378,2.9045,3.0267,3.1949,3.1757
2019-07-18,2.1624,2.3056,2.6382,2.897,3.0084,3.18,3.1608
2019-07-19,2.1492,2.2967,2.6344,2.8974,3.0089,3.175,3.1559
2019-07-22,2.1948,2.311,2.6386,2.8908,2.999,3.1724,3.1484
2019-07-23,2.2086,2.3121,2.6302,2.8845,2.9919,3.1699,3.1484
2019-07-24,2.1882,2.3078,2.6317,2.9024,3.0098,3.18,3.171
2019-07-25,2.203,2.3155,2.6317,2.8957,3.0051,3.175,3.1635
2019-07-26,2.2222,2.3313,2.6267,2.9009,3.0081,3.1751,3.1661
2019-07-29,2.2687,2.3131,2.6277,2.9096,3.0246,3.19,3.1836
2019-07-30,2.2802,2.296,2.6285,2.9096,3.0195,3.1879,3.1761
2019-07-31,2.31,2.3269,2.6183,2.8945,2.9994,3.1724,3.1552
2019-08-01,2.3302,2.3474,2.6155,2.8905,2.9838,3.1649,3.1487
2019-08-02,2.3082,2.3231,2.5974,2.8583,2.9427,3.1229,3.0914
2019-08-05,2.3303,2.348,2.5875,2.8422,2.9102,3.0898,3.0563
2019-08-06,2.3314,2.3621,2.5724,2.8475,2.9199,3.0947,3.0613
2019-08-07,2.3404,2.37,2.572,2.7667,2.935,3.0798,3.0514
2019-08-08,2.3406,2.3711,2.5752,2.7591,2.9362,3.08,3.0465
2019-08-09,2.3202,2.3852,2.5695,2.7778,2.9061,3.0574,3.0216
2019-08-12,2.3489,2.4064,2.5906,2.7807,2.9205,3.0722,3.0391
2019-08-13,2.3549,2.4134,2.5915,2.7733,2.9011,3.0421,3.0041
2019-08-14,2.3512,2.4424,2.5896,2.7712,2.91,3.0447,3.0105
2019-08-15,2.3853,2.4421,2.5965,2.7713,2.9182,3.0447,3.0115
2019-08-16,2.4038,2.4517,2.5949,2.7818,2.9369,3.0548,3.0217
2019-08-19,2.4003,2.449,2.5969,2.7772,2.9192,3.0546,3.0191
