date,yield_3m,yield_6m,yield_1y,yield_3y,yield_5y,yield_7y,yield_10y,shibor_on,shibor_1w,shibor_1m,shibor_3m,cpi_yoy,ppi_yoy,pmi_manufacturing,m2_yoy
2014-07-24,3.455,3.5098,3.7369,3.9112,4.0347,4.2055,4.2967,3.313,4.101,5.278,4.7465,2.5,-1.4464,50.8,13.4
2014-07-25,3.495,3.6098,3.7238,3.8954,4.0202,4.1929,4.2711,3.348,4.081,4.95,4.7465,2.5,-1.4464,50.8,13.4
2014-07-28,3.495,3.6098,3.7274,3.8954,4.0157,4.192,4.2713,3.304,4.013,4.398,4.7465,2.5,-1.4464,50.8,13.4
2014-07-29,3.565,3.7098,3.7576,3.9181,4.0244,4.1921,4.2805,3.2503,3.907,4.141,4.739,2.5,-1.4464,50.8,13.4
2014-07-30,3.5832,3.7448,3.7576,3.9337,4.0285,4.2025,4.2905,3.2502,3.914,4.144,4.7316,2.5,-1.4464,50.8,13.4
2014-07-31,3.5832,3.7248,3.738,3.9286,4.0014,4.1778,4.2655,3.204,3.98,4.2,4.7215,2.3,-1.1086,51.0,14.7
2014-08-01,3.6132,3.7548,3.7231,3.9323,3.9957,4.1672,4.2569,3.196,3.907,4.21,4.7149,2.3,-1.1086,51.0,14.7
2014-08-04,3.6029,3.7306,3.7131,3.9228,3.9859,4.1583,4.253,3.182,3.842,4.105,4.7081,2.3,-1.1086,51.0,14.7
2014-08-05,3.5752,3.7306,3.7165,3.9216,3.9759,4.1693,4.2576,3.145,3.738,4.056,4.7049,2.3,-1.1086,51.0,14.7
2014-08-06,3.5252,3.7037,3.7112,3.9227,3.9821,4.1693,4.2463,3.051,3.559,4.104,4.6982,2.3,-1.1086,51.0,14.7
2014-08-07,3.5252,3.7337,3.7014,3.9352,3.9771,4.185,4.2563,3.04,3.511,4.161,4.6941,2.3,-1.1086,51.0,14.7
2014-08-08,3.5281,3.7637,3.703,3.907,3.9807,4.1854,4.2712,3.001,3.457,4.101,4.6921,2.3,-1.1086,51.0,14.7
2014-08-11,3.5134,3.7637,3.728,3.928,3.9809,4.1893,4.2815,2.955,3.42,4.166,4.6916,2.3,-1.1086,51.0,14.7
2014-08-12,3.4782,3.7637,3.748,3.9491,3.9724,4.2107,4.2815,2.916,3.39,4.154,4.6905,2.3,-1.1086,51.0,14.7
2014-08-13,3.5011,3.7637,3.7924,3.9336,3.9655,4.1899,4.255,2.892,3.36,4.22,4.6882,2.3,-1.1086,51.0,14.7
2014-08-14,3.4609,3.7374,3.7766,3.897,3.9369,4.1445,4.21,2.888,3.353,4.233,4.6834,2.3,-1.1086,51.0,14.7
2014-08-15,3.5109,3.7374,3.7443,3.9147,3.9625,4.1411,4.2002,2.889,3.346,4.174,4.6811,2.3,-1.1086,51.0,14.7
2014-08-18,3.5109,3.7524,3.7474,3.9274,3.9465,4.1632,4.2153,2.858,3.276,4.31,4.6805,2.3,-1.1086,51.0,14.7
2014-08-19,3.4909,3.7381,3.7434,3.9432,3.9939,4.1821,4.2422,2.835,3.237,4.363,4.6791,2.3,-1.1086,51.0,14.7
2014-08-20,3.5003,3.7432,3.7834,3.9551,4.013,4.192,4.2523,2.833,3.246,4.286,4.6804,2.3,-1.1086,51.0,14.7
2014-08-21,3.5303,3.7432,3.8049,3.9378,4.0059,4.1822,4.2512,2.848,3.312,4.238,4.6786,2.3,-1.1086,51.0,14.7
2014-08-22,3.5503,3.8432,3.8121,3.9406,4.0055,4.1824,4.256,2.843,3.369,4.2039,4.6764,2.3,-1.1086,51.0,14.7
2014-08-25,3.5803,3.8432,3.8148,3.9471,4.0157,4.1773,4.2524,2.841,3.363,4.199,4.6758,2.3,-1.1086,51.0,14.7
2014-08-26,3.5603,3.8222,3.8276,3.9734,4.017,4.1716,4.2462,2.823,3.318,4.2,4.6695,2.3,-1.1086,51.0,14.7
2014-08-27,3.5103,3.8222,3.807,3.9373,3.9991,4.1359,4.231,2.861,3.349,4.178,4.668,2.3,-1.1086,51.0,14.7
2014-08-28,3.5403,3.8422,3.7973,3.9387,3.9778,4.1427,4.2254,2.876,3.538,4.133,4.6689,2.3,-1.1086,51.0,14.7
2014-08-29,3.5117,3.8722,3.8103,3.9555,3.9709,4.1542,4.2361,2.908,3.672,4.114,4.6659,2.3,-1.1086,51.0,14.7
2014-09-01,3.4881,3.8291,3.8041,3.9533,3.9725,4.1656,4.2405,2.906,3.584,4.057,4.6665,2.3,-0.8688,51.7,13.5
2014-09-02,3.5181,3.8202,3.7937,3.9497,3.9728,4.1608,4.249,2.847,3.51,4.096,4.6654,2.3,-0.8688,51.7,13.5
2014-09-03,3.5481,3.7664,3.8193,3.9616,3.9892,4.1867,4.264,2.824,3.391,4.033,4.6652,2.3,-0.8688,51.7,13.5
2014-09-04,3.5322,3.7519,3.8022,3.9664,3.9825,4.1875,4.2814,2.815,3.275,3.97,4.6632,2.3,-0.8688,51.7,13.5
2014-09-05,3.5122,3.7319,3.7808,3.9644,3.9829,4.2013,4.2928,2.807,3.188,3.965,4.6539,2.3,-0.8688,51.7,13.5
2014-09-09,3.5119,3.7219,3.7948,3.976,3.9835,4.2066,4.2868,2.816,3.152,3.93,4.6522,2.3,-0.8688,51.7,13.5
2014-09-10,3.5504,3.7719,3.7904,4.0137,4.031,4.2105,4.2934,2.839,3.161,3.892,4.6495,2.3,-0.8688,51.7,13.5
2014-09-11,3.5604,3.7619,3.8059,4.0168,4.0399,4.2173,4.2937,2.859,3.203,3.906,4.642,2.3,-0.8688,51.7,13.5
2014-09-12,3.5839,3.815,3.8225,4.0112,4.0267,4.21,4.2793,2.853,3.235,3.992,4.6421,2.3,-0.8688,51.7,13.5
2014-09-15,3.5939,3.865,3.8024,3.9912,4.0021,4.1907,4.2597,2.851,3.244,4.008,4.6393,2.3,-0.8688,51.7,13.5
2014-09-16,3.6033,3.905,3.8284,3.9996,4.0178,4.2009,4.2634,2.853,3.25,4.014,4.6349,2.3,-0.8688,51.7,13.5
2014-09-17,3.5433,3.8116,3.7924,3.9702,3.9921,4.1552,4.2008,2.847,3.287,4.06,4.6296,2.3,-0.8688,51.7,13.5
2014-09-18,3.5633,3.8229,3.7675,3.9006,3.9544,4.0802,4.1438,2.841,3.3,4.18,4.6206,2.3,-0.8688,51.7,13.5
2014-09-19,3.5633,3.8129,3.7733,3.8412,3.9052,4.01,4.031,2.84,3.3,4.31,4.607,2.3,-0.8688,51.7,13.5
2014-09-22,3.5633,3.8038,3.7929,3.8304,3.918,3.9801,4.011,2.797,3.198,4.277,4.5986,2.3,-0.8688,51.7,13.5
2014-09-23,3.5912,3.8038,3.7637,3.8302,3.9,3.9826,3.9911,2.716,3.111,4.098,4.587,2.3,-0.8688,51.7,13.5
2014-09-24,3.6412,3.7829,3.7819,3.871,3.9363,4.0189,4.0425,2.691,3.142,4.0,4.5741,2.3,-0.8688,51.7,13.5
2014-09-25,3.6412,3.7606,3.7521,3.8613,3.9226,3.9918,4.0025,2.677,3.255,3.998,4.562,2.3,-0.8688,51.7,13.5
2014-09-26,3.6612,3.7984,3.7462,3.8617,3.9228,3.9918,4.0092,2.678,3.301,4.012,4.5565,2.3,-0.8688,51.7,13.5
2014-09-28,3.6712,3.8084,3.7401,3.8456,3.9328,3.9949,4.0227,2.658,3.073,4.057,4.5528,2.3,-0.8688,51.7,13.5
2014-09-29,3.6712,3.8084,3.7511,3.8256,3.9204,3.955,3.9925,2.543,2.905,4.006,4.55,2.3,-0.8688,51.7,13.5
2014-09-30,3.6612,3.7984,3.7401,3.8121,3.9098,3.9398,3.9824,2.5325,2.874,3.998,4.5445,2.0,-1.2038,51.1,12.8
2014-10-08,3.686,3.7884,3.7408,3.8206,3.9098,3.9628,3.993,2.54,2.903,3.9905,4.544,2.0,-1.2038,51.1,12.8
2014-10-09,3.6892,3.7684,3.7409,3.8205,3.9146,3.9914,4.0014,2.5623,2.986,3.984,4.5394,2.0,-1.2038,51.1,12.8
2014-10-10,3.7021,3.7693,3.7358,3.8182,3.9148,3.9888,4.0131,2.5665,2.99,3.93,4.535,2.0,-1.2038,51.1,12.8
2014-10-11,3.6918,3.7421,3.7262,3.8059,3.8894,3.984,3.9965,2.544,2.999,3.909,4.5364,2.0,-1.2038,51.1,12.8
2014-10-13,3.6939,3.7384,3.721,3.7809,3.8814,3.9676,3.9953,2.536,3.004,3.881,4.5352,2.0,-1.2038,51.1,12.8
2014-10-14,3.5939,3.6747,3.6716,3.7013,3.7689,3.8608,3.9015,2.538,3.005,3.872,4.5346,2.0,-1.2038,51.1,12.8
2014-10-15,3.5659,3.6002,3.6355,3.6413,3.7153,3.8066,3.8215,2.498,2.98,3.8648,4.5255,2.0,-1.2038,51.1,12.8
2014-10-16,3.5859,3.6002,3.5672,3.6111,3.6903,3.7955,3.8116,2.474,2.969,3.842,4.5208,2.0,-1.2038,51.1,12.8
2014-10-17,3.5488,3.5802,3.5385,3.6002,3.6139,3.7835,3.811,2.461,2.95,3.833,4.5148,2.0,-1.2038,51.1,12.8
2014-10-20,3.5356,3.5502,3.501,3.5316,3.5879,3.7148,3.7441,2.428,2.936,3.809,4.5052,2.0,-1.2038,51.1,12.8
2014-10-21,3.4956,3.4975,3.4849,3.5114,3.5524,3.7121,3.7323,2.415,2.921,3.858,4.4978,2.0,-1.2038,51.1,12.8
2014-10-22,3.4468,3.4564,3.4851,3.5317,3.5539,3.7692,3.7929,2.419,2.932,3.877,4.491,2.0,-1.2038,51.1,12.8
2014-10-23,3.4527,3.4587,3.4764,3.5328,3.5662,3.7824,3.8108,2.423,2.945,3.8789,4.4825,2.0,-1.2038,51.1,12.8
2014-10-24,3.4142,3.4153,3.4966,3.512,3.5768,3.769,3.8013,2.4452,3.025,3.846,4.4685,2.0,-1.2038,51.1,12.8
2014-10-27,3.4833,3.4853,3.4516,3.5248,3.5868,3.7542,3.7756,2.4822,3.0522,3.8322,4.466,2.0,-1.2038,51.1,12.8
2014-10-28,3.4542,3.4366,3.4163,3.4954,3.5519,3.7286,3.7424,2.491,3.059,3.902,4.4502,2.0,-1.2038,51.1,12.8
2014-10-29,3.4043,3.3766,3.4024,3.4545,3.55,3.7007,3.7176,2.518,3.14,3.932,4.4503,2.0,-1.2038,51.1,12.8
2014-10-30,3.4043,3.3606,3.381,3.4558,3.5571,3.7265,3.7688,2.554,3.1915,3.993,4.4495,2.0,-1.2038,51.1,12.8
2014-10-31,3.3819,3.3543,3.3555,3.4376,3.5571,3.7309,3.7559,2.559,3.2,3.991,4.4472,1.6,-1.7996,51.1,12.9
2014-11-03,3.3504,3.3043,3.2953,3.3772,3.5101,3.6717,3.7007,2.548,3.186,3.915,4.4407,1.6,-1.7996,51.1,12.9
2014-11-04,3.302,3.27,3.2426,3.3277,3.4895,3.6016,3.6412,2.542,3.198,3.897,4.4358,1.6,-1.7996,51.1,12.9
2014-11-05,3.252,3.25,3.2463,3.317,3.4563,3.5618,3.6117,2.542,3.171,3.883,4.4234,1.6,-1.7996,51.1,12.9
2014-11-06,3.252,3.2386,3.2329,3.3335,3.4664,3.5644,3.6223,2.558,3.118,3.897,4.403,1.6,-1.7996,51.1,12.9
2014-11-07,3.267,3.2647,3.1972,3.2791,3.4017,3.5,3.5631,2.569,3.101,3.895,4.3813,1.6,-1.7996,51.1,12.9
2014-11-10,3.2443,3.2364,3.18,3.2428,3.3518,3.4421,3.5132,2.539,3.099,3.917,4.3659,1.6,-1.7996,51.1,12.9
2014-11-11,3.2175,3.2302,3.1555,3.227,3.3217,3.4326,3.4981,2.493,3.074,3.9008,4.351,1.6,-1.7996,51.1,12.9
2014-11-12,3.157,3.2085,3.1515,3.2308,3.3728,3.5033,3.556,2.483,3.0693,3.856,4.288,1.6,-1.7996,51.1,12.9
2014-11-13,3.137,3.1693,3.1517,3.274,3.4229,3.5328,3.5924,2.473,3.073,3.868,4.25,1.6,-1.7996,51.1,12.9
2014-11-14,3.1786,3.1997,3.1544,3.2945,3.4638,3.5989,3.6466,2.486,3.078,3.893,4.233,1.6,-1.7996,51.1,12.9
2014-11-17,3.1986,3.2,3.1692,3.3416,3.4937,3.6335,3.6609,2.509,3.079,3.888,4.209,1.6,-1.7996,51.1,12.9
2014-11-18,3.1986,3.1801,3.1522,3.3204,3.4637,3.5649,3.607,2.503,3.07,3.877,4.193,1.6,-1.7996,51.1,12.9
2014-11-19,3.2086,3.2105,3.1522,3.3576,3.4318,3.5807,3.6154,2.504,3.074,3.93,4.1802,1.6,-1.7996,51.1,12.9
2014-11-20,3.234,3.2254,3.2121,3.3688,3.4833,3.6088,3.6521,2.539,3.117,4.051,4.1771,1.6,-1.7996,51.1,12.9
2014-11-21,3.2671,3.3001,3.2686,3.3831,3.5141,3.6235,3.6514,2.586,3.218,4.064,4.1758,1.6,-1.7996,51.1,12.9
2014-11-24,3.158,3.1521,3.1325,3.2846,3.3727,3.4428,3.4767,2.554,3.223,4.019,4.145,1.6,-1.7996,51.1,12.9
2014-11-25,3.1197,3.1141,3.0041,3.2845,3.3802,3.4954,3.5216,2.559,3.276,4.112,4.1562,1.6,-1.7996,51.1,12.9
2014-11-26,3.1197,3.0741,3.0302,3.2725,3.4002,3.477,3.5228,2.573,3.274,4.101,4.163,1.6,-1.7996,51.1,12.9
2014-11-27,3.057,3.0399,3.0302,3.2868,3.4139,3.4616,3.5243,2.584,3.29,4.148,4.1695,1.6,-1.7996,51.1,12.9
2014-11-28,3.1082,3.0511,3.0347,3.2913,3.4036,3.4521,3.5249,2.608,3.322,4.114,4.1695,1.6,-1.7996,51.1,12.9
2014-12-01,3.1095,3.0329,3.0243,3.2689,3.3946,3.4497,3.5145,2.646,3.354,4.178,4.1751,1.60114868,-2.2428,50.8,12.6
2014-12-02,3.1295,3.0583,3.0443,3.2873,3.4655,3.4908,3.5553,2.643,3.389,4.195,4.183,1.60114868,-2.2428,50.8,12.6
2014-12-03,3.1295,3.0676,3.0643,3.3355,3.5372,3.5754,3.6238,2.634,3.413,4.197,4.193,1.60114868,-2.2428,50.8,12.6
2014-12-04,3.1296,3.067,3.0557,3.3833,3.5729,3.6517,3.6633,2.632,3.402,4.1989,4.1952,1.60114868,-2.2428,50.8,12.6
2014-12-05,3.1896,3.1833,3.1431,3.4337,3.6549,3.7628,3.7759,2.628,3.39,4.218,4.2177,1.60114868,-2.2428,50.8,12.6
2014-12-08,3.2196,3.2215,3.1983,3.4731,3.7104,3.7667,3.7918,2.641,3.42,4.231,4.229,1.60114868,-2.2428,50.8,12.6
2014-12-09,3.3696,3.3497,3.3669,3.525,3.7094,3.7499,3.7532,2.64,3.43,4.295,4.236,1.60114868,-2.2428,50.8,12.6
2014-12-10,3.3002,3.3324,3.3769,3.4363,3.6101,3.7023,3.7111,2.643,3.456,4.372,4.248,1.60114868,-2.2428,50.8,12.6
2014-12-11,3.2693,3.25,3.3609,3.4355,3.6682,3.725,3.7282,2.646,3.506,4.468,4.316,1.60114868,-2.2428,50.8,12.6
2014-12-12,3.3101,3.2597,3.3326,3.4412,3.6658,3.7371,3.7513,2.651,3.587,4.573,4.3313,1.60114868,-2.2428,50.8,12.6
2014-12-15,3.3203,3.3175,3.3309,3.4603,3.6808,3.763,3.7815,2.654,3.605,4.6895,4.42,1.60114868,-2.2428,50.8,12.6
2014-12-16,3.3114,3.3017,3.3283,3.4171,3.6546,3.7229,3.7522,2.668,3.636,4.92,4.5652,1.60114868,-2.2428,50.8,12.6
2014-12-17,3.4214,3.4021,3.4383,3.4469,3.611,3.6953,3.7377,2.766,3.692,5.277,4.7355,1.60114868,-2.2428,50.8,12.6
2014-12-18,3.5816,3.4202,3.4999,3.4612,3.6102,3.6958,3.7614,3.13,4.025,5.447,4.876,1.60114868,-2.2428,50.8,12.6
2014-12-19,3.5416,3.4202,3.525,3.4807,3.5875,3.6548,3.7106,3.606,5.367,5.6855,5.001,1.60114868,-2.2428,50.8,12.6
2014-12-22,3.5037,3.3863,3.495,3.4557,3.5909,3.6676,3.703,3.702,5.782,5.984,5.1066,1.60114868,-2.2428,50.8,12.6
2014-12-23,3.4615,3.3907,3.4801,3.4129,3.575,3.6069,3.6604,3.667,5.653,6.13,5.1615,1.60114868,-2.2428,50.8,12.6
2014-12-24,3.4358,3.3607,3.4005,3.4048,3.5027,3.5698,3.5975,3.606,5.185,6.088,5.166,1.60114868,-2.2428,50.8,12.6
2014-12-25,3.3862,3.3015,3.3418,3.37,3.5259,3.5625,3.6305,3.549,5.005,6.029,5.155,1.60114868,-2.2428,50.8,12.6
2014-12-26,3.4162,3.2767,3.3189,3.4178,3.5357,3.5515,3.6339,3.486,4.815,5.957,5.1485,1.60114868,-2.2428,50.8,12.6
2014-12-29,3.3803,3.2508,3.273,3.3683,3.5308,3.5621,3.6213,3.415,4.714,5.654,5.1385,1.60114868,-2.2428,50.8,12.6
2014-12-30,3.3753,3.2313,3.2486,3.3653,3.5222,3.5947,3.6213,3.38,4.639,5.53,5.1398,1.60114868,-2.2428,50.8,12.6
2014-12-31,3.3322,3.207,3.2586,3.3631,3.5126,3.6055,3.6219,3.528,4.639,5.588,5.1351,1.4,-2.6928,50.3,12.3
2015-01-04,3.3351,3.2039,3.2537,3.3759,3.5221,3.5931,3.6285,3.64,4.883,5.629,5.138,1.4,-2.6928,50.3,12.3
2015-01-05,3.3551,3.2338,3.2314,3.3783,3.522,3.5955,3.6251,3.421,4.725,5.364,5.125,1.4,-2.6928,50.3,12.3
2015-01-06,3.3722,3.202,3.2189,3.3589,3.5238,3.596,3.6353,3.032,4.241,5.102,5.077,1.4,-2.6928,50.3,12.3
2015-01-07,3.3722,3.1822,3.1767,3.3255,3.5001,3.5876,3.6408,2.881,3.873,4.953,5.019,1.4,-2.6928,50.3,12.3
2015-01-08,3.3734,3.2022,3.189,3.3146,3.5199,3.5799,3.6415,2.83,3.745,4.803,4.963,1.4,-2.6928,50.3,12.3
2015-01-09,3.3534,3.2054,3.1787,3.3337,3.5212,3.5915,3.6348,2.805,3.738,4.781,4.925,1.4,-2.6928,50.3,12.3
2015-01-12,3.3634,3.2117,3.2146,3.3025,3.5217,3.5746,3.6371,2.753,3.762,4.782,4.9061,1.4,-2.6928,50.3,12.3
2015-01-13,3.3433,3.2123,3.2014,3.2681,3.4551,3.5301,3.5836,2.667,3.73,4.787,4.9055,1.4,-2.6928,50.3,12.3
2015-01-14,3.3433,3.218,3.2012,3.246,3.4379,3.4925,3.5411,2.636,3.837,4.799,4.898,1.4,-2.6928,50.3,12.3
2015-01-15,3.2933,3.2248,3.2059,3.2267,3.4575,3.4957,3.5464,2.631,3.843,4.797,4.894,1.4,-2.6928,50.3,12.3
2015-01-16,3.208,3.1601,3.2029,3.2248,3.4011,3.439,3.5017,2.633,3.848,4.793,4.889,1.4,-2.6928,50.3,12.3
2015-01-19,3.1906,3.1801,3.1887,3.2254,3.4013,3.4385,3.475,2.66,3.831,4.79,4.894,1.4,-2.6928,50.3,12.3
2015-01-20,3.2206,3.1776,3.1812,3.2166,3.399,3.4277,3.4711,2.707,3.782,4.8465,4.897,1.4,-2.6928,50.3,12.3
2015-01-21,3.2006,3.2028,3.1752,3.2161,3.382,3.4132,3.4672,2.788,3.823,4.943,4.9,1.4,-2.6928,50.3,12.3
2015-01-22,3.1606,3.1533,3.1652,3.2055,3.3651,3.3986,3.4521,2.771,3.875,4.989,4.9,1.4,-2.6928,50.3,12.3
2015-01-23,3.1706,3.1454,3.1606,3.196,3.3513,3.4002,3.452,2.728,4.028,5.028,4.901,1.4,-2.6928,50.3,12.3
2015-01-26,3.1428,3.128,3.1427,3.1534,3.3272,3.3645,3.4341,2.688,3.92,4.984,4.8935,1.4,-2.6928,50.3,12.3
2015-01-27,3.1428,3.1097,3.0817,3.1701,3.322,3.3979,3.4309,2.674,3.89,4.9658,4.897,1.4,-2.6928,50.3,12.3
2015-01-28,3.1147,3.1217,3.0955,3.1794,3.3806,3.4275,3.4767,2.69,3.898,4.9732,4.9005,1.4,-2.6928,50.3,12.3
2015-01-29,3.1547,3.1028,3.098,3.1927,3.4086,3.4502,3.4966,2.765,3.929,4.9885,4.907,1.4,-2.6928,50.3,12.3
2015-01-30,3.1847,3.1428,3.0963,3.2198,3.4117,3.4402,3.5019,2.813,4.026,5.01,4.914,1.4,-2.6928,50.3,12.3
2015-02-02,3.1947,3.1368,3.0832,3.2044,3.3753,3.4036,3.4729,2.889,4.257,5.048,4.9164,1.5,-3.3152,50.1,12.2
2015-02-03,3.2347,3.1567,3.0907,3.2033,3.3787,3.3901,3.4533,2.9544,4.3933,5.0667,4.9167,1.5,-3.3152,50.1,12.2
2015-02-04,3.1699,3.1542,3.0906,3.1788,3.3697,3.3851,3.4589,2.973,4.427,5.078,4.928,1.5,-3.3152,50.1,12.2
2015-02-05,3.1513,3.0543,3.0804,3.098,3.3384,3.368,3.4018,2.866,4.412,5.0502,4.916,1.5,-3.3152,50.1,12.2
2015-02-06,3.1513,3.0286,3.0912,3.1377,3.3498,3.3843,3.4325,2.856,4.359,5.043,4.908,1.5,-3.3152,50.1,12.2
2015-02-09,3.1228,3.0586,3.0856,3.1536,3.328,3.358,3.4236,2.812,4.335,5.025,4.904,1.5,-3.3152,50.1,12.2
2015-02-10,3.1516,3.1162,3.0932,3.1443,3.3277,3.3453,3.4299,2.852,4.321,5.031,4.899,1.5,-3.3152,50.1,12.2
2015-02-11,3.1516,3.0786,3.0928,3.1308,3.2856,3.2982,3.3955,2.932,4.42,5.044,4.9,1.5,-3.3152,50.1,12.2
2015-02-12,3.1388,3.0789,3.0872,3.1145,3.2509,3.2718,3.3865,3.058,4.602,5.055,4.901,1.5,-3.3152,50.1,12.2
2015-02-13,3.1088,3.0815,3.0859,3.0872,3.2167,3.2613,3.3552,3.091,4.663,5.064,4.9,1.5,-3.3152,50.1,12.2
2015-02-15,3.1135,3.052,3.0656,3.0733,3.2118,3.2413,3.3625,3.175,4.72,5.067,4.9,1.5,-3.3152,50.1,12.2
2015-02-16,3.0756,3.0182,3.0801,3.0588,3.1967,3.2206,3.3374,3.182,4.7,5.077,4.9,1.5,-3.3152,50.1,12.2
2015-02-17,3.0756,3.0182,3.0624,3.0948,3.1974,3.2314,3.3373,3.4,4.749,5.076,4.9,1.5,-3.3152,50.1,12.2
2015-02-25,3.0656,3.0014,3.0353,3.0764,3.1821,3.1983,3.349,3.328,4.768,5.08,4.9,1.5,-3.3152,50.1,12.2
2015-02-26,3.0491,2.9858,3.0353,3.0762,3.1934,3.2258,3.3594,3.298,4.717,5.0828,4.9,1.5,-3.3152,50.1,12.2
2015-02-27,3.0691,3.0531,3.0438,3.1142,3.2128,3.2412,3.3745,3.318,4.715,5.0832,4.9,1.5,-3.3152,50.1,12.2
2015-02-28,3.0991,3.0731,3.0396,3.1311,3.2164,3.2257,3.3602,3.441,4.772,5.0833,4.9,0.8,-4.3202,49.8,10.8
2015-03-02,3.0811,3.0231,3.0488,3.1428,3.233,3.2745,3.3883,3.453,4.748,5.069,4.898,0.8,-4.3202,49.8,10.8
2015-03-03,3.0511,3.0233,3.0341,3.1364,3.2541,3.3022,3.4022,3.45,4.747,5.067,4.8979,0.8,-4.3202,49.8,10.8
2015-03-04,3.0811,3.0229,3.0291,3.1524,3.2406,3.2926,3.3869,3.446,4.717,5.066,4.8959,0.8,-4.3202,49.8,10.8
2015-03-05,3.0811,3.0624,3.0518,3.1961,3.2882,3.3427,3.4369,3.433,4.729,5.064,4.896,0.8,-4.3202,49.8,10.8
2015-03-06,3.1061,3.0911,3.0576,3.2515,3.3015,3.3425,3.4753,3.416,4.739,5.06,4.8978,0.8,-4.3202,49.8,10.8
2015-03-09,3.191,3.1325,3.0787,3.2563,3.3327,3.3962,3.4922,3.381,4.773,5.058,4.8979,0.8,-4.3202,49.8,10.8
2015-03-10,3.1942,3.1288,3.0812,3.2711,3.3269,3.3624,3.5228,3.35,4.763,5.055,4.8988,0.8,-4.3202,49.8,10.8
2015-03-11,3.1763,3.123,3.0615,3.2085,3.2969,3.3161,3.4466,3.347,4.773,5.0518,4.9,0.8,-4.3202,49.8,10.8
2015-03-12,3.1469,3.1182,3.0495,3.2016,3.2825,3.2961,3.4412,3.4644,4.7511,5.0511,4.9,0.8,-4.3202,49.8,10.8
2015-03-13,3.1676,3.1261,3.0944,3.226,3.3305,3.3411,3.4879,3.436,4.738,5.052,4.9,0.8,-4.3202,49.8,10.8
2015-03-16,3.1496,3.1198,3.0944,3.2356,3.3397,3.383,3.5301,3.403,4.708,5.045,4.905,0.8,-4.3202,49.8,10.8
2015-03-17,3.1496,3.1224,3.1142,3.2207,3.3201,3.3902,3.5428,3.376,4.62,5.04,4.905,0.8,-4.3202,49.8,10.8
2015-03-18,3.1303,3.1282,3.1042,3.2332,3.3404,3.4101,3.5519,3.369,4.602,5.035,4.906,0.8,-4.3202,49.8,10.8
2015-03-19,3.1192,3.1429,3.0992,3.2267,3.3357,3.4051,3.5348,3.332,4.496,5.034,4.904,0.8,-4.3202,49.8,10.8
2015-03-20,3.1192,3.1327,3.102,3.2157,3.2943,3.371,3.4958,3.294,4.331,5.031,4.902,0.8,-4.3202,49.8,10.8
2015-03-23,3.1424,3.133,3.1032,3.2458,3.3029,3.3976,3.4933,3.217,4.143,5.029,4.899,0.8,-4.3202,49.8,10.8
2015-03-24,3.1374,3.1063,3.1031,3.2487,3.3086,3.4079,3.4841,3.218,4.033,5.02,4.898,0.8,-4.3202,49.8,10.8
2015-03-25,3.1574,3.1285,3.1183,3.2367,3.3254,3.4066,3.5037,3.21,3.955,5.018,4.8975,0.8,-4.3202,49.8,10.8
2015-03-26,3.2063,3.1942,3.1483,3.2376,3.3799,3.4934,3.544,3.216,3.897,5.016,4.8975,0.8,-4.3202,49.8,10.8
2015-03-27,3.2736,3.1685,3.1833,3.2466,3.4271,3.4838,3.5678,3.206,3.893,5.016,4.8975,0.8,-4.3202,49.8,10.8
2015-03-30,3.2936,3.1656,3.1833,3.2766,3.4526,3.532,3.5849,3.203,3.919,5.013,4.8975,0.8,-4.3202,49.8,10.8
2015-03-31,3.2673,3.1724,3.2236,3.3066,3.4625,3.6047,3.6483,3.183,3.886,5.009,4.8975,1.4,-4.7976,49.9,12.5
2015-04-01,3.2267,3.1127,3.2186,3.2917,3.4525,3.5475,3.5997,3.087,3.754,4.998,4.8975,1.4,-4.7976,49.9,12.5
2015-04-02,3.137,3.1021,3.1743,3.2609,3.4113,3.502,3.5438,2.995,3.635,4.991,4.8975,1.4,-4.7976,49.9,12.5
2015-04-03,3.137,3.109,3.1753,3.261,3.4013,3.556,3.572,2.887,3.506,4.923,4.888,1.4,-4.7976,49.9,12.5
2015-04-07,3.153,3.1202,3.1801,3.2764,3.4549,3.5579,3.5987,2.766,3.319,4.845,4.8585,1.4,-4.7976,49.9,12.5
2015-04-08,3.119,3.0927,3.1802,3.302,3.4749,3.6486,3.6938,2.683,3.163,4.7616,4.8305,1.4,-4.7976,49.9,12.5
2015-04-09,3.019,3.0327,3.1202,3.2779,3.4671,3.6547,3.704,2.599,3.073,4.6475,4.8008,1.4,-4.7976,49.9,12.5
2015-04-10,3.039,3.0327,3.1602,3.2571,3.4695,3.6389,3.6947,2.489,2.97,4.5582,4.7821,1.4,-4.7976,49.9,12.5
2015-04-13,3.0072,3.0773,3.1602,3.2779,3.467,3.5864,3.6685,2.405,2.949,4.4983,4.7667,1.4,-4.7976,49.9,12.5
2015-04-14,3.0327,3.0721,3.1302,3.2023,3.4744,3.5624,3.6211,2.372,2.92,4.442,4.7535,1.4,-4.7976,49.9,12.5
2015-04-15,3.0501,3.0721,3.1002,3.1827,3.417,3.541,3.5954,2.307,2.88,4.384,4.7365,1.4,-4.7976,49.9,12.5
2015-04-16,3.0498,3.0501,3.0729,3.1988,3.4207,3.5329,3.56,2.298,2.884,4.346,4.72,1.4,-4.7976,49.9,12.5
