date,yield_3m,yield_6m,yield_1y,yield_3y,yield_5y,yield_7y,yield_10y,shibor_on,shibor_1w,shibor_1m,shibor_3m,cpi_yoy,ppi_yoy,pmi_manufacturing,m2_yoy
2011-01-04,2.9634,3.0288,3.2281,3.3801,3.5,3.6783,3.8606,2.9308,4.3108,4.4711,4.5583,5.1192,6.06,55.2,19.5
2011-01-05,2.8693,2.925,3.0283,3.347,3.4304,3.6151,3.8132,2.68,3.2192,4.1676,4.522,5.1192,6.06,55.2,19.5
2011-01-06,2.8426,2.8998,2.994,3.3275,3.4402,3.639,3.8339,2.1804,3.1567,4.1188,4.4648,5.1192,6.06,55.2,19.5
2011-01-07,2.8012,2.8402,2.9524,3.2975,3.4105,3.6247,3.8237,2.12,2.7996,3.9565,4.4184,5.1192,6.06,55.2,19.5
2011-01-10,2.81,2.8655,2.9294,3.2899,3.4072,3.6385,3.8449,2.01,2.3725,3.9007,4.3408,5.1192,6.06,55.2,19.5
2011-01-11,2.8061,2.8522,2.9201,3.276,3.4269,3.66,3.8703,1.98,2.4375,3.8782,4.2643,5.1192,6.06,55.2,19.5
2011-01-12,2.7735,2.7818,2.8527,3.2791,3.4083,3.6532,3.855,1.9625,2.4853,3.8569,4.1951,5.1192,6.06,55.2,19.5
2011-01-13,2.7251,2.7797,2.8506,3.2731,3.4419,3.6788,3.8831,1.9157,2.3075,3.8299,4.172,5.1192,6.06,55.2,19.5
2011-01-14,2.699,2.7893,2.85,3.288,3.4714,3.7119,3.9156,1.9217,2.5458,3.8204,4.1398,5.1192,6.06,55.2,19.5
2011-01-17,2.753,2.8207,2.8857,3.3237,3.5334,3.7655,3.9651,1.9258,2.5713,4.1505,4.1383,5.1192,6.06,55.2,19.5
2011-01-18,2.803,2.8544,2.9357,3.3559,3.5998,3.8177,3.9954,1.9971,2.7675,4.4708,4.1671,5.1192,6.06,55.2,19.5
2011-01-19,2.9906,2.9125,3.0017,3.3599,3.623,3.8222,3.9752,2.6275,4.0588,5.2633,4.3572,5.1192,6.06,55.2,19.5
2011-01-20,3.1306,3.0321,3.0457,3.3678,3.6283,3.8298,3.9749,5.7083,6.0767,6.735,4.6839,5.1192,6.06,55.2,19.5
2011-01-21,3.2926,3.0749,3.0866,3.384,3.6297,3.8198,3.9837,5.7242,7.3208,7.4775,4.9322,5.1192,6.06,55.2,19.5
2011-01-24,3.21,3.1076,3.1336,3.3624,3.6216,3.8202,3.9918,5.0408,5.4242,7.9417,5.0497,5.1192,6.06,55.2,19.5
2011-01-25,3.3369,3.1988,3.2104,3.3632,3.6133,3.8242,4.0152,7.2042,7.7033,8.13,5.2502,5.1192,6.06,55.2,19.5
2011-01-26,3.3465,3.2018,3.2154,3.367,3.6164,3.828,3.9991,7.7608,7.8725,8.1258,5.4415,5.1192,6.06,55.2,19.5
2011-01-27,3.3169,3.2118,3.1854,3.38,3.6179,3.8269,4.0058,7.9997,8.4058,8.1392,5.5597,5.1192,6.06,55.2,19.5
2011-01-28,3.2857,3.1854,3.1657,3.3731,3.6185,3.8271,4.0096,7.6992,8.1883,8.13,5.6207,5.1192,6.06,55.2,19.5
2011-01-30,3.2937,3.1899,3.1727,3.3646,3.6135,3.8189,4.01,7.9833,8.5117,8.1118,5.7059,5.1192,6.06,55.2,19.5
2011-01-31,3.297,3.15,3.1527,3.3612,3.6087,3.831,4.0187,5.0142,8.2192,8.1318,5.7464,4.5859,5.93,53.9,19.7
2011-02-01,3.2255,3.1293,3.1427,3.3571,3.616,3.8233,4.0186,3.3458,3.3692,6.625,5.6437,4.5859,5.93,53.9,19.7
2011-02-09,3.1715,3.1763,3.1996,3.43,3.7123,3.9023,4.1006,3.8475,4.0903,5.5818,5.7299,4.5859,5.93,53.9,19.7
2011-02-10,3.0915,3.1676,3.2,3.4208,3.7173,3.8949,4.1158,2.8758,3.9717,5.3151,5.6362,4.5859,5.93,53.9,19.7
2011-02-11,2.9915,3.0676,3.2,3.4235,3.7127,3.8834,4.1062,2.885,3.971,5.1129,5.4415,4.5859,5.93,53.9,19.7
2011-02-12,2.9605,3.0476,3.2,3.4206,3.7195,3.884,4.1087,2.595,2.6412,4.7917,5.1854,4.5859,5.93,53.9,19.7
2011-02-14,2.8105,2.966,3.1664,3.3807,3.6771,3.8504,4.0552,2.31,2.7067,4.4325,5.0048,4.5859,5.93,53.9,19.7
2011-02-15,2.7477,2.9071,3.0664,3.3747,3.6639,3.855,4.0454,2.31,2.6245,4.4292,4.825,4.5859,5.93,53.9,19.7
2011-02-16,2.7717,2.9159,3.065,3.3943,3.6329,3.8786,4.045,2.3008,2.5882,4.4817,4.765,4.5859,5.93,53.9,19.7
2011-02-17,2.8017,2.8966,3.065,3.3894,3.6252,3.867,4.0449,2.1867,2.925,4.3436,4.7215,4.5859,5.93,53.9,19.7
2011-02-18,2.7675,2.8841,3.0587,3.3905,3.6339,3.8698,4.045,2.1075,2.7949,4.3814,4.7145,4.5859,5.93,53.9,19.7
2011-02-21,2.9239,2.9731,3.1532,3.4372,3.6955,3.9052,4.0702,2.1783,6.0942,5.215,4.8776,4.5859,5.93,53.9,19.7
2011-02-22,2.9244,2.9762,3.12,3.4372,3.6753,3.8702,4.04,2.0167,6.2533,5.3383,4.9333,4.5859,5.93,53.9,19.7
2011-02-23,2.7444,2.9477,3.1007,3.4325,3.6381,3.8299,3.9946,1.995,6.2033,5.1042,4.9357,4.5859,5.93,53.9,19.7
2011-02-24,2.6753,2.8477,3.0177,3.3726,3.6081,3.7865,3.9132,2.2892,3.4463,4.8545,4.9197,4.5859,5.93,53.9,19.7
2011-02-25,2.6268,2.8321,3.0257,3.3526,3.6336,3.8313,3.9566,2.7028,3.1492,4.8413,4.925,4.5859,5.93,53.9,19.7
2011-02-28,2.6208,2.7864,3.0,3.3574,3.5849,3.8212,3.9314,2.3783,2.9967,4.7503,4.9107,4.9121,6.6436,52.9,17.2
2011-03-01,2.5369,2.7568,2.9727,3.35,3.5795,3.8026,3.9259,2.1875,2.9958,4.4535,4.8281,4.9121,6.6436,52.9,17.2
2011-03-02,2.484,2.6918,2.9697,3.3678,3.5647,3.771,3.9233,2.0183,2.9942,4.2138,4.6752,4.9121,6.6436,52.9,17.2
2011-03-03,2.4596,2.6161,2.9496,3.3315,3.5599,3.7873,3.9279,1.9419,2.4392,4.0445,4.5258,4.9121,6.6436,52.9,17.2
2011-03-04,2.4785,2.5988,2.9508,3.3386,3.5806,3.7982,3.9388,1.8933,2.2092,4.0075,4.4645,4.9121,6.6436,52.9,17.2
2011-03-07,2.3985,2.6,2.9352,3.3311,3.5813,3.7946,3.9351,1.7858,2.163,3.7679,4.4015,4.9121,6.6436,52.9,17.2
2011-03-08,2.4028,2.5903,2.9394,3.33,3.5325,3.7531,3.9078,1.6917,2.2033,3.7475,4.3203,4.9121,6.6436,52.9,17.2
2011-03-09,2.3706,2.568,2.8898,3.26,3.5087,3.7391,3.8879,1.6875,2.1513,3.618,4.2237,4.9121,6.6436,52.9,17.2
2011-03-10,2.3706,2.6162,2.9105,3.26,3.5465,3.757,3.9321,1.6792,2.2575,3.7062,4.1944,4.9121,6.6436,52.9,17.2
2011-03-11,2.4704,2.666,2.8904,3.2599,3.5414,3.7692,3.9328,1.6858,2.0508,3.6936,4.1845,4.9121,6.6436,52.9,17.2
2011-03-14,2.47,2.6787,2.8977,3.2771,3.5525,3.7468,3.9074,1.6875,2.0467,3.7425,4.1903,4.9121,6.6436,52.9,17.2
2011-03-15,2.4741,2.6616,2.9007,3.2633,3.5083,3.7022,3.8659,1.6804,1.9917,3.9108,4.2129,4.9121,6.6436,52.9,17.2
2011-03-16,2.493,2.696,2.8986,3.2511,3.5063,3.693,3.86,1.6783,1.9933,3.9639,4.2207,4.9121,6.6436,52.9,17.2
2011-03-17,2.4799,2.6928,2.89,3.2321,3.4932,3.6748,3.8326,1.6733,1.9983,3.9342,4.2401,4.9121,6.6436,52.9,17.2
2011-03-18,2.5,2.7015,2.8965,3.2365,3.4942,3.6789,3.8489,1.6692,1.9967,3.8817,4.2461,4.9121,6.6436,52.9,17.2
2011-03-21,2.5712,2.7219,2.9365,3.2476,3.5222,3.7006,3.8774,1.9242,2.96,3.909,4.2684,4.9121,6.6436,52.9,17.2
2011-03-22,2.5758,2.7209,2.915,3.2532,3.5262,3.7165,3.8987,1.9158,2.8283,3.91,4.2684,4.9121,6.6436,52.9,17.2
2011-03-23,2.6076,2.6897,2.85,3.2373,3.528,3.7088,3.9037,1.8992,2.7133,3.8799,4.2654,4.9121,6.6436,52.9,17.2
2011-03-24,2.61,2.6731,2.8519,3.2321,3.5035,3.7083,3.8762,1.879,2.7,3.8606,4.2517,4.9121,6.6436,52.9,17.2
2011-03-25,2.6019,2.6741,2.851,3.2223,3.4953,3.7107,3.8714,1.8675,2.2342,3.8509,4.2388,4.9121,6.6436,52.9,17.2
2011-03-28,2.6262,2.6919,2.88,3.2323,3.4958,3.7111,3.8807,1.7883,2.3058,3.8484,4.2072,4.9121,6.6436,52.9,17.2
2011-03-29,2.5939,2.6975,2.8883,3.2326,3.4969,3.7344,3.9044,1.7883,2.0842,3.6517,4.1666,4.9121,6.6436,52.9,17.2
2011-03-30,2.5883,2.7039,2.8733,3.2292,3.5157,3.7368,3.9069,1.7858,2.6071,3.5989,4.1656,4.9121,6.6436,52.9,17.2
2011-03-31,2.6179,2.7008,2.8734,3.2328,3.5074,3.7443,3.912,1.7992,2.8183,3.59,4.169,4.9443,7.2322,52.2,15.7
2011-04-01,2.6197,2.6967,2.8259,3.2328,3.5071,3.7395,3.9126,1.7922,2.7821,3.565,4.1788,4.9443,7.2322,52.2,15.7
2011-04-02,2.6012,2.6939,2.8346,3.2357,3.5096,3.7337,3.9078,1.7802,2.2783,3.5343,4.1765,4.9443,7.2322,52.2,15.7
2011-04-06,2.6342,2.7161,2.859,3.2412,3.5316,3.737,3.9203,1.7829,2.3883,3.522,4.2293,4.9443,7.2322,52.2,15.7
2011-04-07,2.6588,2.7517,2.8709,3.2469,3.5297,3.7316,3.9167,1.7717,2.0625,3.5109,4.2491,4.9443,7.2322,52.2,15.7
2011-04-08,2.615,2.7217,2.8589,3.2434,3.5315,3.7244,3.9081,1.7663,2.4692,3.5217,4.2531,4.9443,7.2322,52.2,15.7
2011-04-11,2.6085,2.7273,2.8625,3.2444,3.51,3.7128,3.8928,1.7571,1.9938,3.5128,4.2522,4.9443,7.2322,52.2,15.7
2011-04-12,2.6044,2.7272,2.8482,3.2365,3.4632,3.6653,3.87,1.7452,1.9517,3.5132,4.248,4.9443,7.2322,52.2,15.7
2011-04-13,2.5758,2.7,2.8144,3.2049,3.432,3.6675,3.8703,1.7361,1.9658,3.4976,4.2463,4.9443,7.2322,52.2,15.7
2011-04-14,2.5419,2.6857,2.8105,3.1946,3.4321,3.6629,3.8707,1.7338,2.3782,3.4756,4.2387,4.9443,7.2322,52.2,15.7
2011-04-15,2.5539,2.7014,2.8133,3.1994,3.4326,3.6632,3.8709,1.7282,2.3513,3.4479,4.2373,4.9443,7.2322,52.2,15.7
2011-04-18,2.5487,2.707,2.8297,3.2137,3.462,3.6881,3.896,1.7629,2.695,3.4625,4.2671,4.9443,7.2322,52.2,15.7
2011-04-19,2.5559,2.6775,2.8186,3.2086,3.4622,3.6833,3.8911,1.7637,2.9598,3.4629,4.288,4.9443,7.2322,52.2,15.7
2011-04-20,2.5868,2.6856,2.8211,3.2037,3.4574,3.6834,3.8913,1.7569,2.9992,3.5039,4.3058,4.9443,7.2322,52.2,15.7
2011-04-21,2.602,2.7084,2.8283,3.2205,3.4571,3.6834,3.8912,3.5333,3.9275,4.0058,4.3449,4.9443,7.2322,52.2,15.7
2011-04-22,2.6013,2.6969,2.8389,3.2274,3.464,3.6845,3.8966,3.0775,3.5496,4.2225,4.3771,4.9443,7.2322,52.2,15.7
2011-04-25,2.6425,2.7397,2.84,3.2425,3.4646,3.6848,3.8961,2.6958,4.0542,4.4425,4.4797,4.9443,7.2322,52.2,15.7
2011-04-26,2.6629,2.7527,2.8486,3.2685,3.4704,3.6879,3.896,2.6792,4.4275,4.6149,4.5218,4.9443,7.2322,52.2,15.7
2011-04-27,2.6318,2.7094,2.8078,3.2581,3.4706,3.6847,3.8812,2.0233,3.7533,4.5172,4.5315,4.9443,7.2322,52.2,15.7
2011-04-28,2.5728,2.7163,2.8066,3.2639,3.4418,3.6879,3.87,2.0242,3.0392,4.3444,4.5339,4.9443,7.2322,52.2,15.7
2011-04-29,2.5789,2.7149,2.8094,3.2594,3.4321,3.6714,3.8713,2.4992,2.94,4.1433,4.5387,4.9443,7.2322,52.2,15.7
2011-05-03,2.6131,2.7257,2.8335,3.2617,3.4242,3.6793,3.8752,2.5525,2.9492,3.9708,4.539,5.383,7.3081,53.4,16.6
2011-05-04,2.6135,2.72,2.82,3.2619,3.4252,3.6691,3.8772,2.5167,2.9983,3.8824,4.5165,5.383,7.3081,53.4,16.6
2011-05-05,2.6137,2.71,2.8528,3.2623,3.4315,3.6757,3.8715,1.9942,2.965,3.6765,4.5209,5.383,7.3081,53.4,16.6
2011-05-06,2.5846,2.7072,2.8661,3.2632,3.4273,3.6455,3.8308,1.9938,2.7817,3.5907,4.5083,5.383,7.3081,53.4,16.6
2011-05-09,2.6156,2.7261,2.8614,3.2687,3.4224,3.6464,3.8378,2.12,2.7458,3.6158,4.5101,5.383,7.3081,53.4,16.6
2011-05-10,2.6172,2.7378,2.8567,3.2773,3.4323,3.6464,3.8326,2.11,2.7783,3.628,4.4986,5.383,7.3081,53.4,16.6
2011-05-11,2.6027,2.7394,2.8758,3.2726,3.424,3.6275,3.8334,2.1006,2.7883,3.6542,4.4944,5.383,7.3081,53.4,16.6
2011-05-12,2.5954,2.7367,2.9065,3.2676,3.4215,3.6326,3.8211,2.0858,2.7729,3.7142,4.4909,5.383,7.3081,53.4,16.6
2011-05-13,2.714,2.8867,2.9747,3.2929,3.4511,3.6452,3.8363,2.0892,3.5542,3.93,4.5138,5.383,7.3081,53.4,16.6
2011-05-16,2.755,2.9009,2.9799,3.2881,3.4532,3.6478,3.8432,2.0908,4.5983,4.5592,4.5257,5.383,7.3081,53.4,16.6
2011-05-17,2.7574,2.8977,2.9596,3.2922,3.4532,3.654,3.8318,2.0992,4.6375,4.63,4.5455,5.383,7.3081,53.4,16.6
2011-05-18,2.75,2.8777,2.9585,3.2902,3.4507,3.6485,3.8338,3.1492,3.269,4.5808,4.5622,5.383,7.3081,53.4,16.6
2011-05-19,2.7521,2.8846,2.9788,3.2916,3.4502,3.651,3.8309,3.5467,3.5283,4.5058,4.5603,5.383,7.3081,53.4,16.6
2011-05-20,2.7924,2.952,3.037,3.3027,3.4424,3.6518,3.8429,4.005,3.9892,4.4949,4.5625,5.383,7.3081,53.4,16.6
2011-05-23,2.8606,2.952,3.0466,3.3059,3.428,3.6401,3.84,4.0008,4.7108,4.89,4.5682,5.383,7.3081,53.4,16.6
2011-05-24,2.8806,2.9937,3.055,3.3054,3.4303,3.6378,3.8414,4.4767,4.73,5.1233,4.5933,5.383,7.3081,53.4,16.6
2011-05-25,2.9,2.9924,3.0577,3.307,3.3968,3.6456,3.8382,4.9992,5.305,5.3367,4.6263,5.383,7.3081,53.4,16.6
2011-05-26,2.9047,2.9853,3.0589,3.2884,3.3846,3.6374,3.8352,4.8533,5.0883,5.36,4.644,5.383,7.3081,53.4,16.6
2011-05-27,2.8767,2.9253,3.0053,3.2801,3.3953,3.6292,3.8217,2.8362,4.3958,5.0908,4.642,5.383,7.3081,53.4,16.6
2011-05-30,2.8874,2.9286,3.0317,3.2751,3.3906,3.6196,3.8256,2.55,3.2008,4.734,4.6003,5.383,7.3081,53.4,16.6
2011-05-31,2.9062,2.9427,3.0348,3.2809,3.4156,3.6471,3.8311,3.8433,3.8467,4.6269,4.6059,5.3442,6.821,52.9,15.3
2011-06-01,2.9041,2.9451,3.0402,3.3113,3.4226,3.6502,3.8311,3.1454,3.9167,4.4299,4.6121,5.3442,6.821,52.9,15.3
2011-06-02,2.9039,2.9565,3.0597,3.3305,3.4233,3.6502,3.8337,2.8436,3.5033,4.4954,4.6002,5.3442,6.821,52.9,15.3
2011-06-03,2.906,2.9506,3.0419,3.3312,3.4241,3.6491,3.8337,2.505,3.5075,4.584,4.5925,5.3442,6.821,52.9,15.3
2011-06-07,2.9261,2.9639,3.0558,3.3343,3.4347,3.6598,3.8341,2.9967,3.2292,4.6025,4.5981,5.3442,6.821,52.9,15.3
2011-06-08,2.9461,2.9876,3.0925,3.3552,3.4904,3.679,3.8572,3.6663,3.71,4.8667,4.6543,5.3442,6.821,52.9,15.3
2011-06-09,2.9611,3.0012,3.0833,3.3605,3.5136,3.6855,3.8726,3.7858,4.1017,5.1317,4.7502,5.3442,6.821,52.9,15.3
2011-06-10,2.9811,3.0063,3.0901,3.3712,3.5219,3.7119,3.894,3.8167,4.6142,5.3242,4.7705,5.3442,6.821,52.9,15.3
2011-06-13,2.9961,3.017,3.1185,3.4005,3.5245,3.7151,3.9036,3.8025,4.5317,5.395,4.8743,5.3442,6.821,52.9,15.3
2011-06-14,3.0461,3.0722,3.1552,3.4336,3.5701,3.7454,3.9406,3.4842,4.1592,5.4417,4.9232,5.3442,6.821,52.9,15.3
2011-06-15,3.2261,3.2628,3.3465,3.489,3.6211,3.8032,3.9986,3.9878,6.1825,7.1625,5.2788,5.3442,6.821,52.9,15.3
2011-06-16,3.3801,3.4579,3.5,3.5217,3.6208,3.8383,3.9839,3.9957,6.6,7.3708,5.5884,5.3442,6.821,52.9,15.3
2011-06-17,3.534,3.5905,3.6113,3.5332,3.6309,3.8276,3.9803,3.985,6.6842,7.3895,5.6733,5.3442,6.821,52.9,15.3
2011-06-20,3.5184,3.55,3.5808,3.4851,3.5845,3.7764,3.9413,6.955,7.4958,7.4458,5.7433,5.3442,6.821,52.9,15.3
2011-06-21,3.5332,3.5462,3.5805,3.4702,3.5602,3.7551,3.9003,7.1375,8.3267,7.5583,5.8421,5.3442,6.821,52.9,15.3
2011-06-22,3.578,3.5949,3.5929,3.52,3.6162,3.8126,3.9555,7.47,8.835,7.5683,6.0594,5.3442,6.821,52.9,15.3
2011-06-23,3.6398,3.624,3.6168,3.51,3.6172,3.8117,3.9691,7.3325,9.0708,7.9167,6.383,5.3442,6.821,52.9,15.3
2011-06-24,3.5736,3.58,3.5903,3.4947,3.5823,3.7722,3.8963,7.0502,8.67,7.8857,6.3893,5.3442,6.821,52.9,15.3
2011-06-27,3.4355,3.437,3.4957,3.4569,3.5289,3.7342,3.8703,6.1117,7.2617,7.9225,6.4302,5.3442,6.821,52.9,15.3
2011-06-28,3.408,3.4244,3.5007,3.4552,3.5467,3.7267,3.8801,5.0554,6.4925,7.755,6.4611,5.3442,6.821,52.9,15.3
2011-06-29,3.4,3.4444,3.4915,3.4601,3.5536,3.738,3.8833,5.035,6.3283,7.7363,6.4571,5.3442,6.821,52.9,15.3
2011-06-30,3.3902,3.4127,3.4742,3.47,3.555,3.7364,3.8857,4.9983,6.5986,7.5666,6.3917,5.5146,6.7851,52.0,15.1
2011-07-01,3.3477,3.35,3.432,3.4104,3.5339,3.7102,3.8775,4.7297,5.9483,7.2727,6.3867,5.5146,6.7851,52.0,15.1
2011-07-04,3.2927,3.297,3.4018,3.3856,3.5155,3.7099,3.8842,2.8505,4.7617,6.6792,6.3579,5.5146,6.7851,52.0,15.1
2011-07-05,3.2927,3.2828,3.404,3.3956,3.5269,3.7075,3.8909,5.8392,6.7992,6.396,6.3481,5.5146,6.7851,52.0,15.1
2011-07-06,3.2592,3.2709,3.4151,3.4358,3.5437,3.74,3.9116,5.5817,7.4367,6.4292,6.3333,5.5146,6.7851,52.0,15.1
2011-07-07,3.2773,3.2969,3.4,3.4363,3.5529,3.7423,3.9021,4.8292,5.6133,6.0717,6.3302,5.5146,6.7851,52.0,15.1
2011-07-08,3.1996,3.2561,3.41,3.4375,3.5501,3.7376,3.8881,4.9983,6.2542,5.8892,6.3057,5.5146,6.7851,52.0,15.1
2011-07-11,3.1759,3.2251,3.3821,3.4619,3.5704,3.7395,3.8923,4.015,5.3283,5.545,6.2398,5.5146,6.7851,52.0,15.1
2011-07-12,3.1701,3.2163,3.4123,3.462,3.5648,3.7471,3.8899,2.4325,4.8683,5.3214,6.1912,5.5146,6.7851,52.0,15.1
2011-07-13,3.2,3.2763,3.5323,3.4999,3.569,3.7509,3.8913,3.4525,3.6975,5.2603,6.1102,5.5146,6.7851,52.0,15.1
2011-07-14,3.2541,3.3363,3.5779,3.5021,3.5869,3.7714,3.9204,4.2217,4.8042,5.2627,6.0853,5.5146,6.7851,52.0,15.1
2011-07-15,3.0993,3.293,3.5674,3.4947,3.5951,3.787,3.9278,3.8683,4.0925,5.3109,6.0216,5.5146,6.7851,52.0,15.1
2011-07-18,3.1619,3.355,3.5868,3.5126,3.6441,3.8181,3.9558,3.6367,4.5217,5.42,5.9927,5.5146,6.7851,52.0,15.1
2011-07-19,3.241,3.4309,3.665,3.5924,3.6855,3.8737,4.0088,4.43,4.5817,5.445,5.981,5.5146,6.7851,52.0,15.1
2011-07-20,3.4429,3.5232,3.75,3.686,3.7608,3.9616,4.0715,4.7383,5.3533,5.9083,5.9694,5.5146,6.7851,52.0,15.1
2011-07-21,3.4488,3.6,3.8242,3.7291,3.8153,4.0012,4.0889,5.4208,5.7742,6.6117,5.956,5.5146,6.7851,52.0,15.1
2011-07-22,3.3379,3.6081,3.8275,3.7564,3.7968,3.9933,4.0671,5.2967,5.42,6.9975,5.9688,5.5146,6.7851,52.0,15.1
2011-07-25,3.3375,3.6257,3.7943,3.7573,3.8023,3.9623,4.0663,5.1408,5.2592,6.6608,6.0383,5.5146,6.7851,52.0,15.1
2011-07-26,3.3645,3.6407,3.7842,3.7595,3.8191,3.9625,4.0753,4.615,4.9908,6.6692,6.0283,5.5146,6.7851,52.0,15.1
2011-07-27,3.3952,3.6766,3.7793,3.7489,3.8145,3.9627,4.0855,4.1483,4.9583,6.5833,6.0198,5.5146,6.7851,52.0,15.1
2011-07-28,3.3381,3.6167,3.7393,3.7307,3.8118,3.9574,4.0627,3.6367,5.0467,6.428,6.0002,5.5146,6.7851,52.0,15.1
2011-07-29,3.2995,3.5766,3.7339,3.7126,3.7914,3.937,4.0477,3.4817,5.1142,6.2651,5.9993,5.5146,6.7851,52.0,15.1
2011-08-01,3.317,3.5937,3.7102,3.7158,3.7978,3.9329,4.0502,3.0263,5.0121,5.7242,5.9712,6.3553,7.1209,50.9,15.9
2011-08-02,3.32,3.5928,3.7194,3.7175,3.8033,3.9401,4.0615,2.8121,4.8732,5.3972,5.9085,6.3553,7.1209,50.9,15.9
2011-08-03,3.3228,3.61,3.7045,3.7602,3.9,4.0011,4.1201,2.8133,4.0992,5.1933,5.8897,6.3553,7.1209,50.9,15.9
2011-08-04,3.3424,3.6103,3.7059,3.753,3.9568,3.9975,4.0911,2.8442,3.2666,5.01,5.8493,6.3553,7.1209,50.9,15.9
2011-08-05,3.3265,3.5891,3.6707,3.7036,3.8997,3.948,4.0423,2.8175,3.01,5.0444,5.8066,6.3553,7.1209,50.9,15.9
2011-08-08,3.2965,3.5305,3.6233,3.6705,3.862,3.9335,4.0007,2.7286,3.0,5.0313,5.7463,6.3553,7.1209,50.9,15.9
2011-08-09,3.2468,3.4797,3.599,3.6504,3.831,3.8863,3.9554,2.7368,3.0933,5.0583,5.6908,6.3553,7.1209,50.9,15.9
2011-08-10,3.2268,3.4544,3.5821,3.6591,3.8329,3.918,3.9639,3.0425,3.1058,5.0038,5.649,6.3553,7.1209,50.9,15.9
2011-08-11,3.2256,3.4406,3.5481,3.6239,3.7764,3.8604,3.9291,2.7438,3.0967,4.9725,5.5883,6.3553,7.1209,50.9,15.9
2011-08-12,3.2087,3.4114,3.5782,3.6138,3.8056,3.8769,3.9268,2.7942,3.0825,4.9842,5.5257,6.3553,7.1209,50.9,15.9
2011-08-15,3.18,3.4113,3.5832,3.6216,3.8104,3.8638,3.9231,2.8492,3.2375,4.8707,5.4929,6.3553,7.1209,50.9,15.9
2011-08-16,3.2142,3.4524,3.6218,3.6459,3.8355,3.9008,3.9492,2.9871,3.2129,4.8367,5.4602,6.3553,7.1209,50.9,15.9
2011-08-17,3.2142,3.506,3.6257,3.6573,3.8229,3.8928,3.9432,2.9992,3.2167,4.8861,5.4443,6.3553,7.1209,50.9,15.9
2011-08-18,3.2562,3.5439,3.656,3.672,3.8328,3.9026,3.956,3.4425,3.7658,5.07,5.4328,6.3553,7.1209,50.9,15.9
2011-08-19,3.2492,3.5285,3.6475,3.6536,3.7921,3.8757,3.9331,3.6892,4.3033,5.4275,5.4328,6.3553,7.1209,50.9,15.9
2011-08-22,3.2642,3.5407,3.6391,3.6661,3.7974,3.8761,3.9325,4.03,4.9667,5.4663,5.4273,6.3553,7.1209,50.9,15.9
2011-08-23,3.2862,3.5277,3.6476,3.6524,3.8123,3.8933,3.9356,4.2306,5.19,5.4797,5.4246,6.3553,7.1209,50.9,15.9
2011-08-24,3.2922,3.5442,3.66,3.6668,3.8125,3.905,3.9501,3.7683,4.4383,5.2292,5.4049,6.3553,7.1209,50.9,15.9
2011-08-25,3.301,3.5591,3.6607,3.6753,3.8246,3.9302,3.975,3.3377,4.4825,5.14,5.3848,6.3553,7.1209,50.9,15.9
2011-08-26,3.316,3.5743,3.6692,3.698,3.8597,3.9387,3.9886,3.2235,4.0558,5.015,5.3546,6.3553,7.1209,50.9,15.9
2011-08-29,3.436,3.6979,3.8092,3.848,3.9869,4.0006,4.0994,3.165,4.3961,5.2858,5.4867,6.3553,7.1209,50.9,15.9
2011-08-30,3.5836,3.8323,3.9379,3.9338,4.039,4.0717,4.1303,3.4308,4.975,5.3277,5.5113,6.3553,7.1209,50.9,15.9
2011-08-31,3.6175,3.8444,3.9174,3.9108,4.0131,4.0712,4.105,3.3538,4.955,5.4033,5.5444,6.4508,7.5417,50.7,14.7
2011-09-01,3.6284,3.8137,3.9,3.8791,3.9711,4.0233,4.0708,3.4192,4.7658,5.4242,5.5774,6.4508,7.5417,50.7,14.7
2011-09-02,3.5943,3.8232,3.897,3.8717,3.9559,4.0218,4.07,3.4808,4.2021,5.58,5.5753,6.4508,7.5417,50.7,14.7
2011-09-05,3.5793,3.8203,3.8923,3.8529,3.9122,4.009,4.0501,3.8892,4.8775,5.6608,5.6079,6.4508,7.5417,50.7,14.7
2011-09-06,3.6135,3.7976,3.8675,3.8607,3.8814,3.9782,4.0107,2.9975,4.4883,5.6708,5.611,6.4508,7.5417,50.7,14.7
2011-09-07,3.6189,3.7794,3.8727,3.9525,3.9218,4.0239,4.05,3.0546,4.3625,5.5069,5.6509,6.4508,7.5417,50.7,14.7
2011-09-08,3.6285,3.8006,3.8716,3.957,3.943,4.0305,4.065,3.1058,4.01,5.3543,5.6554,6.4508,7.5417,50.7,14.7
2011-09-09,3.5834,3.7763,3.8642,3.9439,3.9083,4.0004,4.0452,3.0408,3.6233,5.0942,5.6513,6.4508,7.5417,50.7,14.7
2011-09-13,3.583,3.7386,3.8642,3.9376,3.8858,3.9763,4.0208,2.9525,3.2817,5.065,5.6272,6.4508,7.5417,50.7,14.7
2011-09-14,3.5444,3.7889,3.9342,3.9445,3.9015,3.9788,4.021,2.9575,3.2883,5.3,5.6304,6.4508,7.5417,50.7,14.7
2011-09-15,3.5159,3.8026,3.9214,3.9661,3.928,4.0073,4.0495,3.1933,3.3433,5.2583,5.6209,6.4508,7.5417,50.7,14.7
2011-09-16,3.5173,3.9201,3.9401,3.9824,3.9501,4.0293,4.0752,3.19,3.3202,5.2149,5.6167,6.4508,7.5417,50.7,14.7
